Producto;Precio;Imagen
Yogur Firme Entero Vainilla La Serenísima Nutrición Activa 120 grs;$1.380,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur Firme Entero Vainilla La Serenísim_6.jpg
Yogur Cremoso Vainilla Descremado La Serenísima Nutrición Activa 120 grs;$1.380,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur Cremoso Vainilla Descremado La Ser_13.jpg
Yogur Cremoso Entero Frutilla La Serenísima Nutrición Activa 120 grs;$1.380,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur Cremoso Entero Frutilla La Serenís_15.jpg
Yogur Griego sabor vainilla Yogurísimo 140 grs;$2.360,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur Griego sabor vainilla Yogurísimo 1_2.jpg
Yogur Griego sabor frutilla Yogurísimo 140 grs;$2.360,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur Griego sabor frutilla Yogurísimo 1_7.jpg
Yogur cremoso Milkaut sabor natural en pote 180 g.;$2.499,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur cremoso Milkaut sabor natural en p_5.jpg
Yogur bebible entero Carrefour Classic sabor frutilla 900 ml;$2.678,40;D:/python/scrapling/imagenes_productos_carrefour\Yogur bebible entero Carrefour Classic s_14.jpg
Yogur Griego natural sin endulzar Yogurísimo 190 grs;$3.435,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur Griego natural sin endulzar Yogurí_4.jpg
Yogur batido Ser PRO+ con proteínas sabor natural 175 grs;$3.565,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur batido Ser PRO con proteínas sabor_1.jpg
Yogur batido Ser PRO + con proteínas sabor frutos rojos 175 grs;$3.565,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur batido Ser PRO  con proteínas sabo_3.jpg
