Producto;Precio;Imagen
Agua mineral sin gas Carrefour Classic 2 lts;$1.100,00;D:/python/scrapling/imagenes_productos_carrefour\Agua mineral sin gas Carrefour Classic 2_3.jpg
Soda Bulnez 2,25 lts;$1.345,00;D:/python/scrapling/imagenes_productos_carrefour\Soda Bulnez 225 lts_13.jpg
Soda Carrefour Classic sifón 2 lts;$1.610,00;D:/python/scrapling/imagenes_productos_carrefour\Soda Carrefour Classic sifón 2 lts_0.jpg
Agua mineral sin gas Villa del Sur 2,25 lts.;$1.629,99;D:/python/scrapling/imagenes_productos_carrefour\Agua mineral sin gas Villa del Sur 225 l_6.jpg
Agua saborizada limoneto H2OH con gas 2,25 lts.;$1.692,00;D:/python/scrapling/imagenes_productos_carrefour\Agua saborizada limoneto H2OH con gas 22_5.jpg
Agua saborizada citrus H2OH con gas 2,25 lts.;$1.692,00;D:/python/scrapling/imagenes_productos_carrefour\Agua saborizada citrus H2OH con gas 225 _12.jpg
Soda saldan sifón 2 lts;$1.800,00;D:/python/scrapling/imagenes_productos_carrefour\Soda saldan sifón 2 lts_10.jpg
Agua mineralizada sin gas Glaciar bajo sodio 2 lts.;$2.376,67;D:/python/scrapling/imagenes_productos_carrefour\Agua mineralizada sin gas Glaciar bajo s_14.jpg
Agua mineral sin gas Villavicencio 2 lts;$3.050,00;D:/python/scrapling/imagenes_productos_carrefour\Agua mineral sin gas Villavicencio 2 lts_1.jpg
Agua mineral Carrefour bidón 6,25 lts;$3.070,50;D:/python/scrapling/imagenes_productos_carrefour\Agua mineral Carrefour bidón 625 lts_2.jpg
