Producto;Precio;Imagen
Yogur Cremoso Vainilla Descremado La Serenísima Nutrición Activa 120 grs;$1.175,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur Cremoso Vainilla Descremado La Ser_14.jpg
Yogur Griego sabor vainilla Yogurísimo 140 grs;$1.443,75;D:/python/scrapling/imagenes_productos_carrefour\Yogur Griego sabor vainilla Yogurísimo 1_4.jpg
Yogur Griego sabor frutilla Yogurísimo 140 grs;$1.443,75;D:/python/scrapling/imagenes_productos_carrefour\Yogur Griego sabor frutilla Yogurísimo 1_5.jpg
Yogur cremoso Milkaut sabor natural en pote 180 g.;$1.634,25;D:/python/scrapling/imagenes_productos_carrefour\Yogur cremoso Milkaut sabor natural en p_6.jpg
Yogur entero natural Tregar sin azúcar en pote 140 g.;$1.850,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur entero natural Tregar sin azúcar e_8.jpg
Yogur bebible entero Carrefour Classic sabor frutilla 900 ml;$1.968,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur bebible entero Carrefour Classic s_11.jpg
Yogur Griego natural sin endulzar Yogurísimo 190 grs;$2.159,25;D:/python/scrapling/imagenes_productos_carrefour\Yogur Griego natural sin endulzar Yogurí_1.jpg
Yogur Griego natural endulzado Yogurísimo 190 grs;$2.159,25;D:/python/scrapling/imagenes_productos_carrefour\Yogur Griego natural endulzado Yogurísim_13.jpg
Yogur batido Ser PRO+ con proteínas sabor natural 175 grs;$2.965,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur batido Ser PRO con proteínas sabor_2.jpg
Yogur batido Ser PRO+ con proteínas sabor frutos rojos 175 grs;$2.965,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur batido Ser PRO con proteínas sabor_3.jpg
