Producto;Precio;Imagen
Gaseosa naranja Mirinda 2,25 lts;$1.633,33;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa naranja Mirinda 225 lts_12.jpg
Gaseosa lima limón 7 Up sin azúcar 1,5 lts;$2.633,33;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa lima limón 7 Up sin azúcar 15 lt_3.jpg
Gaseosa cola Pepsi Black pet 1,5 lts;$2.633,33;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa cola Pepsi Black pet 15 lts_4.jpg
Gaseosa tónica Paso de los Toros 1,5 lts;$2.633,33;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa tónica Paso de los Toros 15 lts_13.jpg
Gaseosa cola Pepsi Black pet 2 lts;$2.933,33;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa cola Pepsi Black pet 2 lts_0.jpg
Gaseosa cola regular Pepsi 2 lts.;$2.933,33;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa cola regular Pepsi 2 lts_2.jpg
Gaseosa cola Coca Cola Zero 1,25 lts;$2.999,00;No disponible
Gaseosa cola Coca Cola sabor original 1,25 lts;$2.999,00;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa cola Coca Cola sabor original 12_9.jpg
Gaseosa lima limón 7 Up sin azúcar 2.25 lts;$3.466,67;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa lima limón 7 Up sin azúcar 225 l_5.jpg
Gaseosa lima limón 7 Up regular 1,5 lts;$3.950,00;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa lima limón 7 Up regular 15 lts_14.jpg
