Producto;Precio;Imagen
Alimento húmedo para gato Carrefour 85 g. frutos de mar;$1.100,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento húmedo para gato Carrefour 85 g_11.jpg
Alimento húmedo para gato Carrefour 85 g. salmón rosado;$1.100,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento húmedo para gato Carrefour 85 g_14.jpg
Alimento húmedo para gato Whiskas 85 g. salmón;$1.299,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento húmedo para gato Whiskas 85 g s_0.jpg
Alimento húmedo para gato Whiskas 85 g. carne;$1.299,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento húmedo para gato Whiskas 85 g c_1.jpg
Alimento húmedo para gato Whiskas 85 g. pollo;$1.299,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento húmedo para gato Whiskas 85 g p_2.jpg
Alimento húmedo para gato Whiskas 85 g. pavo;$1.299,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento húmedo para gato Whiskas 85 g p_3.jpg
Alimento húmedo para gato Whiskas 85 g. sardina;$1.299,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento húmedo para gato Whiskas 85 g s_4.jpg
Alimento húmedo para gatitos Whiskas 85 g. carne;$1.299,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento húmedo para gatitos Whiskas 85 _12.jpg
Alimento seco para gato Raza 1 kg. carne, pescado y arroz;$3.689,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento seco para gato Raza 1 kg carne _9.jpg
Alimento seco para gato Raza 1 kg. pescado;$3.689,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento seco para gato Raza 1 kg pescad_10.jpg
