Producto;Precio;Imagen
Harina de Trigo 000 Caserita x 1 kg;$899,00;D:/python/scrapling/imagenes_productos_carrefour\Harina de Trigo 000 Caserita x 1 kg_0.jpg
Harina de trigo Morixe 000 1 kg.;$979,00;D:/python/scrapling/imagenes_productos_carrefour\Harina de trigo Morixe 000 1 kg_3.jpg
Harina de trigo 000 Chacabuco 1 kg.;$989,00;D:/python/scrapling/imagenes_productos_carrefour\Harina de trigo 000 Chacabuco 1 kg_14.jpg
Harina de trigo Morixe 0000 1 kg.;$1.299,00;D:/python/scrapling/imagenes_productos_carrefour\Harina de trigo Morixe 0000 1 kg_2.jpg
Harina de trigo Pureza 0000 1 kg.;$1.350,00;D:/python/scrapling/imagenes_productos_carrefour\Harina de trigo Pureza 0000 1 kg_4.jpg
Harina Morixe para pizza 1 kg.;$1.394,25;D:/python/scrapling/imagenes_productos_carrefour\Harina Morixe para pizza 1 kg_11.jpg
Harina leudante Chacabuco 1 kg;$1.479,00;D:/python/scrapling/imagenes_productos_carrefour\Harina leudante Chacabuco 1 kg_8.jpg
Harina leudante Caserita x 1 kg;$1.499,00;D:/python/scrapling/imagenes_productos_carrefour\Harina leudante Caserita x 1 kg_15.jpg
Polenta instantánea Presto Pronta en bolsa 490 g.;$1.500,00;D:/python/scrapling/imagenes_productos_carrefour\Polenta instantánea Presto Pronta en bol_12.jpg
Harina Pureza especial para pizzas 1 kg.;$1.575,00;D:/python/scrapling/imagenes_productos_carrefour\Harina Pureza especial para pizzas 1 kg_7.jpg
