Producto;Precio;Imagen
Aperitivo sin alcohol Serrano Terma Cero 1,35 lts;$2.100,00;D:/python/scrapling/imagenes_productos_carrefour\Aperitivo sin alcohol Serrano Terma Cero_4.jpg
Aperitivo sin alcohol Gancia americano 0% en lata 473 ml;$2.100,00;D:/python/scrapling/imagenes_productos_carrefour\Aperitivo sin alcohol Gancia americano 0_8.jpg
Aperitivo sin alcohol Pomelo Terma Cero 1,35 lts;$2.100,00;D:/python/scrapling/imagenes_productos_carrefour\Aperitivo sin alcohol Pomelo Terma Cero _9.jpg
Aperitivo sin alcohol Limón Terma Cero 1,35 lts;$2.100,00;D:/python/scrapling/imagenes_productos_carrefour\Aperitivo sin alcohol Limón Terma Cero 1_11.jpg
Aperitivo sin alcohol Patagónico Terma Cero 1,35 lts;$2.100,00;D:/python/scrapling/imagenes_productos_carrefour\Aperitivo sin alcohol Patagónico Terma C_14.jpg
Aperitivo sin alcohol Limón Terma Light 1,75 lts;$3.149,00;D:/python/scrapling/imagenes_productos_carrefour\Aperitivo sin alcohol Limón Terma Light _2.jpg
Aperitivo sin alcohol Serrano Terma 1,7 lts;$3.149,00;D:/python/scrapling/imagenes_productos_carrefour\Aperitivo sin alcohol Serrano Terma 17 l_5.jpg
Aperitivo sin alcohol Pomelo Rosado Terma 1,75 lts;$3.149,00;D:/python/scrapling/imagenes_productos_carrefour\Aperitivo sin alcohol Pomelo Rosado Term_10.jpg
Vermouth Carpano Rosso 950 cc.;$6.889,35;D:/python/scrapling/imagenes_productos_carrefour\Vermouth Carpano Rosso 950 cc_3.jpg
Aperitivo americano Gancia en botella 950 ml;$7.385,00;D:/python/scrapling/imagenes_productos_carrefour\Aperitivo americano Gancia en botella 95_1.jpg
