Producto;Precio;Imagen
Jugo en polvo Tang naranja dulce 15 g;$339,00;D:/python/scrapling/imagenes_productos_carrefour\Jugo en polvo Tang naranja dulce 15 g_11.jpg
Jugo en polvo BC La Campagnola naranja dulce 7 g.;$345,00;D:/python/scrapling/imagenes_productos_carrefour\Jugo en polvo BC La Campagnola naranja d_12.jpg
Jugo en polvo BC La Campagnola manzana roja 7 g.;$345,00;D:/python/scrapling/imagenes_productos_carrefour\Jugo en polvo BC La Campagnola manzana r_13.jpg
Jugo en Polvo Clight Manzana Deliciosa 7 grs;$352,67;D:/python/scrapling/imagenes_productos_carrefour\Jugo en Polvo Clight Manzana Deliciosa 7_0.jpg
Jugo en Polvo Clight Naranja Dulce 7,5 grs;$352,67;D:/python/scrapling/imagenes_productos_carrefour\Jugo en Polvo Clight Naranja Dulce 75 gr_1.jpg
Jugo en Polvo Clight Naranja Durazno 7,5 grs;$352,67;D:/python/scrapling/imagenes_productos_carrefour\Jugo en Polvo Clight Naranja Durazno 75 _2.jpg
Jugo en Polvo Clight Limonada Arandanos 7,5 grs;$352,67;D:/python/scrapling/imagenes_productos_carrefour\Jugo en Polvo Clight Limonada Arandanos _3.jpg
Jugo en Polvo Clight Pomelo Rosado 8 grs;$352,67;D:/python/scrapling/imagenes_productos_carrefour\Jugo en Polvo Clight Pomelo Rosado 8 grs_4.jpg
Jugo en Polvo Clight Limonada 8 grs;$352,67;D:/python/scrapling/imagenes_productos_carrefour\Jugo en Polvo Clight Limonada 8 grs_5.jpg
Jugo en polvo Clight ananá 7grs;$352,67;D:/python/scrapling/imagenes_productos_carrefour\Jugo en polvo Clight ananá 7grs_6.jpg
