Producto;Precio;Imagen
Yogur entero La Serenísima sabor vainilla 120 grs;$783,33;D:/python/scrapling/imagenes_productos_carrefour\Yogur entero La Serenísima sabor vainill_1.jpg
Yogur cremoso descremado La Serenísima sabor frutilla 120 grs;$783,33;D:/python/scrapling/imagenes_productos_carrefour\Yogur cremoso descremado La Serenísima s_11.jpg
Yogur Griego sabor vainilla Yogurísimo 140 grs;$1.223,33;D:/python/scrapling/imagenes_productos_carrefour\Yogur Griego sabor vainilla Yogurísimo 1_5.jpg
Yogur Griego sabor frutilla Yogurísimo 140 grs;$1.223,33;D:/python/scrapling/imagenes_productos_carrefour\Yogur Griego sabor frutilla Yogurísimo 1_6.jpg
Yogur entero natural Tregar sin azúcar en pote 140 g.;$1.387,50;D:/python/scrapling/imagenes_productos_carrefour\Yogur entero natural Tregar sin azúcar e_12.jpg
Yogur cremoso Milkaut sabor natural en pote 180 g.;$1.556,25;D:/python/scrapling/imagenes_productos_carrefour\Yogur cremoso Milkaut sabor natural en p_8.jpg
Yogur Griego natural sin endulzar Yogurísimo 190 grs;$1.766,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur Griego natural sin endulzar Yogurí_2.jpg
Yogur batido Ser PRO+ con proteínas sabor natural 175 grs;$1.800,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur batido Ser PRO con proteínas sabor_3.jpg
Yogur batido Ser PRO+ con proteínas sabor frutos rojos 175 grs;$1.800,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur batido Ser PRO con proteínas sabor_4.jpg
Yogur Griego natural endulzado Yogurísimo 190 grs;$1.830,00;D:/python/scrapling/imagenes_productos_carrefour\Yogur Griego natural endulzado Yogurísim_15.jpg
