Producto;Precio;Imagen
Mani pelado salado Carrefour Classic 115 g.;$1.173,90;D:/python/scrapling/imagenes_productos_carrefour\Mani pelado salado Carrefour Classic 115_5.jpg
Palitos salados Carrefour Classic 115 g.;$1.251,00;D:/python/scrapling/imagenes_productos_carrefour\Palitos salados Carrefour Classic 115 g_1.jpg
Aritos de arroz Dos Hermanos crema y cebolla 80 g.;$1.600,00;D:/python/scrapling/imagenes_productos_carrefour\Aritos de arroz Dos Hermanos crema y ceb_12.jpg
Palitos salados Krachitos 110 g.;$1.665,00;D:/python/scrapling/imagenes_productos_carrefour\Palitos salados Krachitos 110 g_8.jpg
Palitos de maíz sabor queso Carrefour Classic 145 g.;$1.935,00;D:/python/scrapling/imagenes_productos_carrefour\Palitos de maíz sabor queso Carrefour Cl_4.jpg
Papas fritas Bulnez sabor original en tubo 100 grs;$2.190,00;D:/python/scrapling/imagenes_productos_carrefour\Papas fritas Bulnez sabor original en tu_6.jpg
Papas fritas Bulnez sabor queso y cebolla en tubo 100 grs;$2.190,00;D:/python/scrapling/imagenes_productos_carrefour\Papas fritas Bulnez sabor queso y ceboll_7.jpg
Galletitas crackers Rex original 125 g.;$2.245,00;D:/python/scrapling/imagenes_productos_carrefour\Galletitas crackers Rex original 125 g_14.jpg
Galletitas crackers Kesitas 125 g.;$2.245,00;D:/python/scrapling/imagenes_productos_carrefour\Galletitas crackers Kesitas 125 g_15.jpg
Papas fritas Carrefour Classic corte tradicional 150 g.;$2.483,10;D:/python/scrapling/imagenes_productos_carrefour\Papas fritas Carrefour Classic corte tra_0.jpg
