Producto;Precio;Imagen
Harina de trigo Morixe 000 1 kg.;$999,00;D:/python/scrapling/imagenes_productos_carrefour\Harina de trigo Morixe 000 1 kg_2.jpg
Harina leudante Chacabuco 1 kg;$1.086,75;D:/python/scrapling/imagenes_productos_carrefour\Harina leudante Chacabuco 1 kg_5.jpg
Harina integral fina Chacabuco 1 kg.;$1.274,25;D:/python/scrapling/imagenes_productos_carrefour\Harina integral fina Chacabuco 1 kg_14.jpg
Harina de trigo 0000 Chacabuco 1 kg.;$1.289,00;D:/python/scrapling/imagenes_productos_carrefour\Harina de trigo 0000 Chacabuco 1 kg_7.jpg
Avena instantanea Carrefour Classic pouch 300 g.;$1.292,70;D:/python/scrapling/imagenes_productos_carrefour\Avena instantanea Carrefour Classic pouc_13.jpg
Harina de trigo Morixe 0000 1 kg.;$1.369,00;D:/python/scrapling/imagenes_productos_carrefour\Harina de trigo Morixe 0000 1 kg_1.jpg
Harina de trigo Pureza 0000 1 kg.;$1.485,00;D:/python/scrapling/imagenes_productos_carrefour\Harina de trigo Pureza 0000 1 kg_9.jpg
Harina Pureza especial para pizzas 1 kg.;$1.589,00;D:/python/scrapling/imagenes_productos_carrefour\Harina Pureza especial para pizzas 1 kg_4.jpg
Harina leudante Blancaflor 1 kg.;$1.596,75;D:/python/scrapling/imagenes_productos_carrefour\Harina leudante Blancaflor 1 kg_3.jpg
Polenta instantánea Presto Pronta en bolsa 490 g.;$1.599,00;D:/python/scrapling/imagenes_productos_carrefour\Polenta instantánea Presto Pronta en bol_6.jpg
