Producto;Precio;Imagen
Papel higie´nico Bulnez hoja simple x4 30 mts;$1.590,00;D:/python/scrapling/imagenes_productos_carrefour\Papel higienico Bulnez hoja simple x4 30_12.jpg
Papel higiénico hoja simple Carrefour Essential 4 x 30 mts;$1.810,90;D:/python/scrapling/imagenes_productos_carrefour\Papel higiénico hoja simple Carrefour Es_2.jpg
Papel higiénico Higienol Fresh hoja simple 30 mts 4 uni;$2.219,00;D:/python/scrapling/imagenes_productos_carrefour\Papel higiénico Higienol Fresh hoja simp_11.jpg
Papel higiénico doble hoja Elegante 4 x 30 m.;$2.599,35;D:/python/scrapling/imagenes_productos_carrefour\Papel higiénico doble hoja Elegante 4 x _7.jpg
Papel higiénico doble hoja Carrefour Essential 4 x 30 mts;$2.780,70;D:/python/scrapling/imagenes_productos_carrefour\Papel higiénico doble hoja Carrefour Ess_5.jpg
Papel higiénico hoja simple Campanita soft 4 x 80 m.;$3.711,75;D:/python/scrapling/imagenes_productos_carrefour\Papel higiénico hoja simple Campanita so_15.jpg
Papel higiénico Elegante 4 u. x 80 m.;$3.834,35;D:/python/scrapling/imagenes_productos_carrefour\Papel higiénico Elegante 4 u x 80 m_10.jpg
Papel higienico doble hoja Higienol plus x4 30 mts.;$4.045,00;D:/python/scrapling/imagenes_productos_carrefour\Papel higienico doble hoja Higienol plus_0.jpg
Papel higiénico Higienol Premium doble hoja 30 mts 4 uni;$4.449,00;D:/python/scrapling/imagenes_productos_carrefour\Papel higiénico Higienol Premium doble h_14.jpg
Papel higiénico hoja simple Carrefour Essential x4 80 mts.;$4.774,80;D:/python/scrapling/imagenes_productos_carrefour\Papel higiénico hoja simple Carrefour Es_1.jpg
