Producto;Precio;Imagen
Limpiador multiuso Multimax para diluir lavanda (rinde 5 litros) 150 ml.;$1.949,00;D:/python/scrapling/imagenes_productos_carrefour\Limpiador multiuso Multimax para diluir _4.jpg
Limpiador Vidrios y Multiuso Cif Expert Doypack 450 ml;$2.335,00;D:/python/scrapling/imagenes_productos_carrefour\Limpiador Vidrios y Multiuso Cif Expert _2.jpg
Limpiador líquido aromatizante Poett frescura de lavanda 900 ml;$2.439,00;D:/python/scrapling/imagenes_productos_carrefour\Limpiador líquido aromatizante Poett fre_5.jpg
Limpiador líquido aromatizante Poett flores de primavera 900 ml;$2.439,00;D:/python/scrapling/imagenes_productos_carrefour\Limpiador líquido aromatizante Poett flo_15.jpg
Limpiador líquido Procenex pisos lavanda 1.8 l.;$2.730,00;D:/python/scrapling/imagenes_productos_carrefour\Limpiador líquido Procenex pisos lavanda_0.jpg
Limpiador líquido Procenex pisos marina 1.8 l.;$2.730,00;D:/python/scrapling/imagenes_productos_carrefour\Limpiador líquido Procenex pisos marina _6.jpg
Limpiador líquido Procenex pisos flores de jardín 1.8 l.;$2.730,00;D:/python/scrapling/imagenes_productos_carrefour\Limpiador líquido Procenex pisos flores _10.jpg
Limpiador Multisuperficies Cif Original Ultra Brillo Doypack 380 ml;$3.079,00;D:/python/scrapling/imagenes_productos_carrefour\Limpiador Multisuperficies Cif Original _13.jpg
Limpiador de vidrio Cif expert multiuso 900 cc.;$3.855,00;D:/python/scrapling/imagenes_productos_carrefour\Limpiador de vidrio Cif expert multiuso _14.jpg
Limpiador líquido desinfectante Procenex pisos original 1.8 l.;$3.991,00;D:/python/scrapling/imagenes_productos_carrefour\Limpiador líquido desinfectante Procenex_12.jpg
