Producto;Precio;Imagen
Papel higiénico hoja simple Carrefour Essential 4 x 30 mts;$1.628,90;D:/python/scrapling/imagenes_productos_carrefour\Papel higiénico hoja simple Carrefour Es_2.jpg
Papel higie´nico Bulnez hoja simple x4 30 mts;$1.790,00;D:/python/scrapling/imagenes_productos_carrefour\Papel higienico Bulnez hoja simple x4 30_12.jpg
Papel higiénico Higienol Fresh hoja simple 30 mts 4 uni;$2.219,00;D:/python/scrapling/imagenes_productos_carrefour\Papel higiénico Higienol Fresh hoja simp_11.jpg
Papel higiénico doble hoja Carrefour Essential 4 x 30 mts;$2.780,70;D:/python/scrapling/imagenes_productos_carrefour\Papel higiénico doble hoja Carrefour Ess_5.jpg
Papel higiénico hoja simple Campanita soft 4 x 80 m.;$3.711,75;D:/python/scrapling/imagenes_productos_carrefour\Papel higiénico hoja simple Campanita so_15.jpg
Papel higiénico doble hoja Elegante 4 x 30 m.;$3.999,00;D:/python/scrapling/imagenes_productos_carrefour\Papel higiénico doble hoja Elegante 4 x _7.jpg
Papel higienico doble hoja Higienol plus x4 30 mts.;$4.045,00;D:/python/scrapling/imagenes_productos_carrefour\Papel higienico doble hoja Higienol plus_0.jpg
Papel higiénico Higienol Premium doble hoja 30 mts 4 uni;$4.449,00;D:/python/scrapling/imagenes_productos_carrefour\Papel higiénico Higienol Premium doble h_14.jpg
Papel higiénico hoja simple Carrefour Essential x4 80 mts.;$4.774,80;D:/python/scrapling/imagenes_productos_carrefour\Papel higiénico hoja simple Carrefour Es_1.jpg
Papel higienico Elite Ultra Suave doble hoja 30 mts 4 uni;$4.950,00;D:/python/scrapling/imagenes_productos_carrefour\Papel higienico Elite Ultra Suave doble _10.jpg
