Producto;Precio;Imagen
Queso La Serenísima cremón light pote 280 g.;$2.812,50;D:/python/scrapling/imagenes_productos_carrefour\Queso La Serenísima cremón light pote 28_5.jpg
Queso crema Tonadita cremette light 290 g.;$2.999,00;D:/python/scrapling/imagenes_productos_carrefour\Queso crema Tonadita cremette light 290 _11.jpg
Queso crema clásico Casancrem 290 grs;$3.350,75;D:/python/scrapling/imagenes_productos_carrefour\Queso crema clásico Casancrem 290 grs_6.jpg
Queso blanco original La SerenÍsima clásico 290 grs;$3.699,00;D:/python/scrapling/imagenes_productos_carrefour\Queso blanco original La SerenÍsima clás_7.jpg
Queso blanco light La SerenÍsima Clásico 290 grs;$3.699,00;D:/python/scrapling/imagenes_productos_carrefour\Queso blanco light La SerenÍsima Clásico_10.jpg
Queso untable Finlandia light pote 290 g.;$3.851,25;D:/python/scrapling/imagenes_productos_carrefour\Queso untable Finlandia light pote 290 g_3.jpg
Queso untable Finlandia pote 290 g.;$3.851,25;D:/python/scrapling/imagenes_productos_carrefour\Queso untable Finlandia pote 290 g_8.jpg
Queso crema Casancrem clásico 500 grs;$5.205,85;D:/python/scrapling/imagenes_productos_carrefour\Queso crema Casancrem clásico 500 grs_4.jpg
Queso blanco balance Casancrem 500 grs;$5.205,85;D:/python/scrapling/imagenes_productos_carrefour\Queso blanco balance Casancrem 500 grs_9.jpg
La Paulina queso reggianito rallado 150 grs;$5.529,00;D:/python/scrapling/imagenes_productos_carrefour\La Paulina queso reggianito rallado 150 _2.jpg
