Producto;Precio;Imagen
Sal fina Bulnez en bolsa 500 g.;$779,00;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Bulnez en bolsa 500 g_1.jpg
Sal fina Dos Estrellas 500 g.;$809,00;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Dos Estrellas 500 g_2.jpg
Sal gruesa Bulnez en bolsa 1 kg.;$1.350,00;D:/python/scrapling/imagenes_productos_carrefour\Sal gruesa Bulnez en bolsa 1 kg_4.jpg
Sal parrillera Dos Anclas caja 500 g.;$1.419,00;D:/python/scrapling/imagenes_productos_carrefour\Sal parrillera Dos Anclas caja 500 g_8.jpg
Sal gruesa Dos Anclas caja 500 g.;$1.450,00;D:/python/scrapling/imagenes_productos_carrefour\Sal gruesa Dos Anclas caja 500 g_3.jpg
Sal gruesa Celusal 500 g.;$1.479,00;D:/python/scrapling/imagenes_productos_carrefour\Sal gruesa Celusal 500 g_9.jpg
Sal fina Celusal paquete 500 g.;$1.549,00;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Celusal paquete 500 g_0.jpg
Sal gruesa Carrefour Classic 1 kg;$1.646,80;D:/python/scrapling/imagenes_productos_carrefour\Sal gruesa Carrefour Classic 1 kg_5.jpg
Sal entrefina Bulnez en bolsa 1 kg.;$1.650,00;D:/python/scrapling/imagenes_productos_carrefour\Sal entrefina Bulnez en bolsa 1 kg_11.jpg
Sal fina Dos Anclas caja 500 g.;$1.679,00;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Dos Anclas caja 500 g_7.jpg
