Producto;Precio;Imagen
Harina de trigo 000 Chacabuco 1 kg.;$690,00;D:/python/scrapling/imagenes_productos_carrefour\Harina de trigo 000 Chacabuco 1 kg_13.jpg
Harina de Trigo 000 Caserita x 1 kg;$899,00;D:/python/scrapling/imagenes_productos_carrefour\Harina de Trigo 000 Caserita x 1 kg_0.jpg
Harina de trigo Tassara tipo 000 1 kg.;$935,00;D:/python/scrapling/imagenes_productos_carrefour\Harina de trigo Tassara tipo 000 1 kg_14.jpg
Harina de trigo 0000 Chacabuco 1 kg.;$966,75;D:/python/scrapling/imagenes_productos_carrefour\Harina de trigo 0000 Chacabuco 1 kg_3.jpg
Harina de trigo Morixe 000 1 kg.;$979,00;D:/python/scrapling/imagenes_productos_carrefour\Harina de trigo Morixe 000 1 kg_2.jpg
Harina de trigo Morixe 0000 1 kg.;$1.299,00;D:/python/scrapling/imagenes_productos_carrefour\Harina de trigo Morixe 0000 1 kg_1.jpg
Avena instantanea Carrefour Classic pouch 300 g.;$1.385,70;D:/python/scrapling/imagenes_productos_carrefour\Avena instantanea Carrefour Classic pouc_8.jpg
Harina fina integral Tassara 1 kg.;$1.409,00;D:/python/scrapling/imagenes_productos_carrefour\Harina fina integral Tassara 1 kg_15.jpg
Harina leudante Chacabuco 1 kg;$1.479,00;D:/python/scrapling/imagenes_productos_carrefour\Harina leudante Chacabuco 1 kg_6.jpg
Polenta instantánea Presto Pronta en bolsa 490 g.;$1.500,00;D:/python/scrapling/imagenes_productos_carrefour\Polenta instantánea Presto Pronta en bol_10.jpg
