Producto;Precio;Imagen
Jamón cocido feteado Bulnez 150 grs;$2.459,00;D:/python/scrapling/imagenes_productos_carrefour\Jamón cocido feteado Bulnez 150 grs_0.jpg
Leberwurst Lario 200 g.;$2.599,00;D:/python/scrapling/imagenes_productos_carrefour\Leberwurst Lario 200 g_15.jpg
Lomo de cerdo feteado Paladini 120 g.;$3.390,00;D:/python/scrapling/imagenes_productos_carrefour\Lomo de cerdo feteado Paladini 120 g_9.jpg
Jamón cocido Lario feteado 150 g.;$3.590,00;D:/python/scrapling/imagenes_productos_carrefour\Jamón cocido Lario feteado 150 g_1.jpg
Leberwurst Paladini 250 g.;$3.750,00;D:/python/scrapling/imagenes_productos_carrefour\Leberwurst Paladini 250 g_10.jpg
Salame tipo milán Lario picado fino feteado 150 g.;$4.400,00;D:/python/scrapling/imagenes_productos_carrefour\Salame tipo milán Lario picado fino fete_7.jpg
Jamón cocido Puente de Ronda 200 grs;$4.500,00;D:/python/scrapling/imagenes_productos_carrefour\Jamón cocido Puente de Ronda 200 grs_5.jpg
Mortadela Paladini mini 300 g.;$5.370,00;D:/python/scrapling/imagenes_productos_carrefour\Mortadela Paladini mini 300 g_8.jpg
Jamón genuino Cagnoli 120 g.;$5.455,00;D:/python/scrapling/imagenes_productos_carrefour\Jamón genuino Cagnoli 120 g_11.jpg
Jamón cocido Paladini 150 g.;$5.670,00;D:/python/scrapling/imagenes_productos_carrefour\Jamón cocido Paladini 150 g_12.jpg
