Producto;Precio;Imagen
Carne picada Swift congelada 500 g.;$7.990,00;D:/python/scrapling/imagenes_productos_carrefour\Carne picada Swift congelada 500 g_11.jpg
Azotillo Novillo x kg.;$8.200,00;D:/python/scrapling/imagenes_productos_carrefour\Azotillo Novillo x kg_14.jpg
Carnaza común Novillo x kg.;$9.390,00;D:/python/scrapling/imagenes_productos_carrefour\Carnaza común Novillo x kg_8.jpg
Asado Novillo x kg.;$10.999,00;D:/python/scrapling/imagenes_productos_carrefour\Asado Novillo x kg_5.jpg
Osobuco x kg.;$11.200,00;D:/python/scrapling/imagenes_productos_carrefour\Osobuco x kg_4.jpg
Tapa de asado x kg.;$12.490,00;D:/python/scrapling/imagenes_productos_carrefour\Tapa de asado x kg_2.jpg
Roast beef Novillo x kg.;$13.290,00;D:/python/scrapling/imagenes_productos_carrefour\Roast beef Novillo x kg_0.jpg
Paleta x kg.;$14.390,00;D:/python/scrapling/imagenes_productos_carrefour\Paleta x kg_6.jpg
Tapa de nalga Novillo x kg.;$14.790,00;D:/python/scrapling/imagenes_productos_carrefour\Tapa de nalga Novillo x kg_10.jpg
Bife americano Novillo x kg.;$16.700,00;D:/python/scrapling/imagenes_productos_carrefour\Bife americano Novillo x kg_7.jpg
