Producto;Precio;Imagen
Aritos de cereal 3 Arroyos frutado bolsa 160 g.;$1.429,00;D:/python/scrapling/imagenes_productos_carrefour\Aritos de cereal 3 Arroyos frutado bolsa_4.jpg
Copos de maiz Granix 160 g.;$1.575,00;D:/python/scrapling/imagenes_productos_carrefour\Copos de maiz Granix 160 g_1.jpg
Copos de maíz 3 Arroyos azucarados bolsa 200 g.;$1.659,00;D:/python/scrapling/imagenes_productos_carrefour\Copos de maíz 3 Arroyos azucarados bolsa_5.jpg
Copos de maíz 3 Arroyos bolsa 400 g.;$1.699,00;D:/python/scrapling/imagenes_productos_carrefour\Copos de maíz 3 Arroyos bolsa 400 g_0.jpg
Cereal copita con chocolate Carrefour Classic sin gluten 200 grs;$1.865,50;D:/python/scrapling/imagenes_productos_carrefour\Cereal copita con chocolate Carrefour Cl_3.jpg
Cereal anillos frutales Carrefour Classic en gluten 200 grs;$1.865,50;D:/python/scrapling/imagenes_productos_carrefour\Cereal anillos frutales Carrefour Classi_11.jpg
Almohaditas rellenas Molino Ala de frutilla 90 g.;$1.880,00;D:/python/scrapling/imagenes_productos_carrefour\Almohaditas rellenas Molino Ala de fruti_7.jpg
Almohaditas rellenas Molinos Ala cacao y vainilla 90 g.;$1.880,00;D:/python/scrapling/imagenes_productos_carrefour\Almohaditas rellenas Molinos Ala cacao y_9.jpg
Copos de maíz Granix 400 g.;$2.499,00;D:/python/scrapling/imagenes_productos_carrefour\Copos de maíz Granix 400 g_15.jpg
Almohaditas rellenas de chocolate Carrefour Classic 180 grs;$2.716,60;D:/python/scrapling/imagenes_productos_carrefour\Almohaditas rellenas de chocolate Carref_13.jpg
