Producto;Precio;Imagen
Bebida energizante Rockstar en botella 500 ml;$1.350,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Rockstar en botella 5_2.jpg
Bebida energizante Rockstar de maracuyá pet 500 ml;$1.350,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Rockstar de maracuyá _10.jpg
Bebida energizante Speed 250 ml;$1.955,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Speed 250 ml_4.jpg
Bebida energizante Red Bull Watermelon 250 ml;$2.579,25;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Red Bull Watermelon 2_12.jpg
Bebida energizante Red Bull Sugar Free 250 ml;$2.579,25;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Red Bull Sugar Free 2_13.jpg
Bebida energizante Red Bull Summer Pomerlo en lata 250 ml;$2.579,25;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Red Bull Summer Pomer_14.jpg
Bebida energizante Speed 473 ml;$2.785,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Speed 473 ml_0.jpg
Bebida energizante Speed Zero Sugar 473 ml;$2.785,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Speed Zero Sugar 473 _11.jpg
Bebida energizante Red Bull 355 ml;$3.063,75;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Red Bull 355 ml_9.jpg
Bebida energizante Monster Peachy Keen 473 ml;$3.100,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Monster Peachy Keen 4_6.jpg
