Producto;Precio;Imagen
Arroz parboil Lucchetti 500 g.;$831,75;D:/python/scrapling/imagenes_productos_carrefour\Arroz parboil Lucchetti 500 g_15.jpg
Arroz Molinos Ala largo fino 00000 bolsa 500 g.;$1.050,00;D:/python/scrapling/imagenes_productos_carrefour\Arroz Molinos Ala largo fino 00000 bolsa_11.jpg
Arroz blanco Shangrila 1 kg;$1.050,00;D:/python/scrapling/imagenes_productos_carrefour\Arroz blanco Shangrila 1 kg_14.jpg
Arroz largo fino Crucero 00000 1 kg.;$1.280,00;D:/python/scrapling/imagenes_productos_carrefour\Arroz largo fino Crucero 00000 1 kg_10.jpg
Arroz parboil Gallo oro en bolsa 500 g.;$1.319,00;D:/python/scrapling/imagenes_productos_carrefour\Arroz parboil Gallo oro en bolsa 500 g_12.jpg
Arroz integral Gallo en bolsa 500 g.;$1.340,00;D:/python/scrapling/imagenes_productos_carrefour\Arroz integral Gallo en bolsa 500 g_9.jpg
Arroz largo fino 00000 Lucchetti 1 kg.;$1.349,25;D:/python/scrapling/imagenes_productos_carrefour\Arroz largo fino 00000 Lucchetti 1 kg_7.jpg
Arroz largo fino 00000 Carrefour Classic en bolsa 1 kg.;$1.370,80;D:/python/scrapling/imagenes_productos_carrefour\Arroz largo fino 00000 Carrefour Classic_2.jpg
Arroz parboil Lucchetti 1 kg.;$1.574,25;D:/python/scrapling/imagenes_productos_carrefour\Arroz parboil Lucchetti 1 kg_5.jpg
Arroz largo fino Molinos Ala 1 kg.;$1.790,00;D:/python/scrapling/imagenes_productos_carrefour\Arroz largo fino Molinos Ala 1 kg_0.jpg
