Producto;Precio;Imagen
Cuarto trasero al vacio Que Rico x kg;$9.449,00;D:/python/scrapling/imagenes_productos_carrefour\Cuarto trasero al vacio Que Rico x kg_7.jpg
¨Pata de pollo al vacio Que Rico x kg;$9.999,00;D:/python/scrapling/imagenes_productos_carrefour\Pata de pollo al vacio Que Rico x kg_5.jpg
Pata de pollo El Mercado x kg;$9.999,00;D:/python/scrapling/imagenes_productos_carrefour\Pata de pollo El Mercado x kg_8.jpg
Cuarto Trasero El Mercado x kg;$10.400,00;D:/python/scrapling/imagenes_productos_carrefour\Cuarto Trasero El Mercado x kg_9.jpg
Muslo El Mercado x kg;$10.700,00;D:/python/scrapling/imagenes_productos_carrefour\Muslo El Mercado x kg_6.jpg
Muslo de pollo al vacio Que Rico x kg;$11.200,00;D:/python/scrapling/imagenes_productos_carrefour\Muslo de pollo al vacio Que Rico x kg_1.jpg
Pechuga El Mercado x kg;$16.549,00;D:/python/scrapling/imagenes_productos_carrefour\Pechuga El Mercado x kg_4.jpg
Pechuga de pollo al vacio Que Rico x kg;$16.649,00;D:/python/scrapling/imagenes_productos_carrefour\Pechuga de pollo al vacio Que Rico x kg_3.jpg
Suprema El Mercado x kg;$22.400,00;D:/python/scrapling/imagenes_productos_carrefour\Suprema El Mercado x kg_2.jpg
Suprema de pollo al vacio Que Rico x kg;$22.500,00;D:/python/scrapling/imagenes_productos_carrefour\Suprema de pollo al vacio Que Rico x kg_0.jpg
