Producto;Precio;Imagen
Pollo fresco en bandeja Carrefour x kg.;$6.700,00;D:/python/scrapling/imagenes_productos_carrefour\Pollo fresco en bandeja Carrefour x kg_7.jpg
Cuarto trasero al vacio x kg.;$9.180,00;D:/python/scrapling/imagenes_productos_carrefour\Cuarto trasero al vacio x kg_14.jpg
Cuarto trasero Granja tres arroyos x kg.;$9.360,00;D:/python/scrapling/imagenes_productos_carrefour\Cuarto trasero Granja tres arroyos x kg_15.jpg
Muslos al vacio Cresta Roja x kg.;$9.400,00;D:/python/scrapling/imagenes_productos_carrefour\Muslos al vacio Cresta Roja x kg_8.jpg
Muslo El Mercado x kg.;$9.500,00;D:/python/scrapling/imagenes_productos_carrefour\Muslo El Mercado x kg_13.jpg
Muslos de pollo al vacío Que Rico x kg.;$10.040,00;D:/python/scrapling/imagenes_productos_carrefour\Muslos de pollo al vacío Que Rico x kg_1.jpg
Muslo de pollo Granja tres arroyos x kg.;$10.650,00;D:/python/scrapling/imagenes_productos_carrefour\Muslo de pollo Granja tres arroyos x kg_10.jpg
Patas de pollo al vacio Que rico x kg.;$10.800,00;D:/python/scrapling/imagenes_productos_carrefour\Patas de pollo al vacio Que rico x kg_11.jpg
Pechuga al vacio Cresta roja x kg.;$17.100,00;D:/python/scrapling/imagenes_productos_carrefour\Pechuga al vacio Cresta roja x kg_12.jpg
Pechuga El Mercado x kg.;$17.200,00;D:/python/scrapling/imagenes_productos_carrefour\Pechuga El Mercado x kg_6.jpg
