Producto;Precio;Imagen
Carnaza común de Novillo x kg;$9.390,00;D:/python/scrapling/imagenes_productos_carrefour\Carnaza común de Novillo x kg_13.jpg
Azotillo de Novillo x kg;$9.900,00;D:/python/scrapling/imagenes_productos_carrefour\Azotillo de Novillo x kg_15.jpg
Picada especial de Novillito x kg;$10.490,00;D:/python/scrapling/imagenes_productos_carrefour\Picada especial de Novillito x kg_0.jpg
Osobuco de Novillo x kg;$11.200,00;D:/python/scrapling/imagenes_productos_carrefour\Osobuco de Novillo x kg_6.jpg
Tapa de asado de Novillo x kg;$11.490,00;D:/python/scrapling/imagenes_productos_carrefour\Tapa de asado de Novillo x kg_5.jpg
Matambre x kg;$11.990,00;D:/python/scrapling/imagenes_productos_carrefour\Matambre x kg_12.jpg
Asado de Novillo x kg;$12.490,00;D:/python/scrapling/imagenes_productos_carrefour\Asado de Novillo x kg_9.jpg
Roast Beef de Novillo x kg;$13.290,00;D:/python/scrapling/imagenes_productos_carrefour\Roast Beef de Novillo x kg_1.jpg
Paleta de Novillo x kg;$14.390,00;D:/python/scrapling/imagenes_productos_carrefour\Paleta de Novillo x kg_8.jpg
Milanesa bola de lomo de Novillo x kg;$15.490,00;D:/python/scrapling/imagenes_productos_carrefour\Milanesa bola de lomo de Novillo x kg_2.jpg
