Producto;Precio;Imagen
Arroz Molinos Ala largo fino 00000 bolsa 500 g.;$1.025,00;D:/python/scrapling/imagenes_productos_carrefour\Arroz Molinos Ala largo fino 00000 bolsa_6.jpg
Arroz blanco Shangrila 1 kg;$1.050,00;D:/python/scrapling/imagenes_productos_carrefour\Arroz blanco Shangrila 1 kg_8.jpg
Arroz largo fino Bulnez 1 kg;$1.250,00;D:/python/scrapling/imagenes_productos_carrefour\Arroz largo fino Bulnez 1 kg_13.jpg
Arroz largo fino Crucero 00000 1 kg.;$1.280,00;D:/python/scrapling/imagenes_productos_carrefour\Arroz largo fino Crucero 00000 1 kg_9.jpg
Arroz largo fino 00000 Carrefour Classic en bolsa 1 kg.;$1.370,80;D:/python/scrapling/imagenes_productos_carrefour\Arroz largo fino 00000 Carrefour Classic_2.jpg
Arroz parboil Gallo oro en bolsa 500 g;$1.435,00;D:/python/scrapling/imagenes_productos_carrefour\Arroz parboil Gallo oro en bolsa 500 g_11.jpg
Arroz integral Gallo en bolsa 500 g;$1.459,00;D:/python/scrapling/imagenes_productos_carrefour\Arroz integral Gallo en bolsa 500 g_7.jpg
Arroz largo fino Molinos Ala 1 kg.;$1.885,00;D:/python/scrapling/imagenes_productos_carrefour\Arroz largo fino Molinos Ala 1 kg_0.jpg
Arroz parboil Carrefour Classic en bolsa 1 kg.;$1.927,00;D:/python/scrapling/imagenes_productos_carrefour\Arroz parboil Carrefour Classic en bolsa_4.jpg
Arroz parboil Dos Hermanos bolsa 1 kg.;$2.050,00;D:/python/scrapling/imagenes_productos_carrefour\Arroz parboil Dos Hermanos bolsa 1 kg_12.jpg
