Producto;Precio;Imagen
Cerveza blanca Quilmes sin alcohol 473 ml;$1.000,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza blanca Quilmes sin alcohol 473 m_1.jpg
Cerveza blanca Quilmes Bajo cero en lata 473 ml;$1.099,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza blanca Quilmes Bajo cero en lata_6.jpg
Cerveza Honey República Artesanal en lata 473 ml;$1.290,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza Honey República Artesanal en lat_11.jpg
Cerveza Lager República Artesanal en lata 473 ml;$1.290,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza Lager República Artesanal en lat_15.jpg
Cerveza blanca sin alcohol Corona 0.0% 330 ml;$1.700,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza blanca sin alcohol Corona 00 330_0.jpg
Cerveza rubia Budweiser 473 ml;$1.753,33;No disponible
Cerveza negra Quilmes Stout 473 ml;$1.781,25;D:/python/scrapling/imagenes_productos_carrefour\Cerveza negra Quilmes Stout 473 ml_4.jpg
Cerveza rubia Brahma 473 ml;$1.875,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza rubia Brahma 473 ml_14.jpg
Cerveza rubia Andes Origen 473 ml;$1.950,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza rubia Andes Origen 473 ml_3.jpg
Cerveza blanca Stella Artois 473 ml;$2.400,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza blanca Stella Artois 473 ml_2.jpg
