Producto;Precio;Imagen
Vinagre de alcohol Casalta 1 lt;$1.281,75;D:/python/scrapling/imagenes_productos_carrefour\Vinagre de alcohol Casalta 1 lt_10.jpg
Vinagre de alcohol Alcazar 1 lt;$1.389,00;D:/python/scrapling/imagenes_productos_carrefour\Vinagre de alcohol Alcazar 1 lt_11.jpg
Vinagre de alcohol Carrefour classic 1 l.;$1.521,00;D:/python/scrapling/imagenes_productos_carrefour\Vinagre de alcohol Carrefour classic 1 l_4.jpg
Jugo de limón Minerva pet 500 cc.;$2.598,75;D:/python/scrapling/imagenes_productos_carrefour\Jugo de limón Minerva pet 500 cc_15.jpg
Aceite de girasol Carrefour Classic  alto omega pet 900 cc.;$3.431,00;D:/python/scrapling/imagenes_productos_carrefour\Aceite de girasol Carrefour Classic  alt_2.jpg
Aceite de girasol Carrefour Classic pet 900 ml;$3.431,00;D:/python/scrapling/imagenes_productos_carrefour\Aceite de girasol Carrefour Classic pet _13.jpg
Aceite en aerosol Carrefour classic girasol 150 cc.;$3.994,90;D:/python/scrapling/imagenes_productos_carrefour\Aceite en aerosol Carrefour classic gira_6.jpg
Aceite de girasol Cañuelas 900 cc.;$4.115,00;D:/python/scrapling/imagenes_productos_carrefour\Aceite de girasol Cañuelas 900 cc_9.jpg
Aceite de girasol Cocinero 900 cc.;$4.369,00;D:/python/scrapling/imagenes_productos_carrefour\Aceite de girasol Cocinero 900 cc_5.jpg
Aceite en aerosol Natura 120 cc.;$4.419,00;D:/python/scrapling/imagenes_productos_carrefour\Aceite en aerosol Natura 120 cc_8.jpg
