Producto;Precio;Imagen
Copos de maiz Granix 160 g.;$1.575,00;D:/python/scrapling/imagenes_productos_carrefour\Copos de maiz Granix 160 g_12.jpg
Copos de maíz 3 Arroyos azucarados bolsa 200 g.;$1.659,00;D:/python/scrapling/imagenes_productos_carrefour\Copos de maíz 3 Arroyos azucarados bolsa_10.jpg
Aritos de cereal frutado Granix bolsa 130 g.;$1.820,00;D:/python/scrapling/imagenes_productos_carrefour\Aritos de cereal frutado Granix bolsa 13_7.jpg
Copos de maiz Carrefour Classic 400 g.;$1.860,10;D:/python/scrapling/imagenes_productos_carrefour\Copos de maiz Carrefour Classic 400 g_8.jpg
Aritos de cereal 3 Arroyos frutado bolsa 160 g.;$1.899,00;D:/python/scrapling/imagenes_productos_carrefour\Aritos de cereal 3 Arroyos frutado bolsa_11.jpg
Copos de maíz 3 Arroyos bolsa 400 g.;$1.909,00;D:/python/scrapling/imagenes_productos_carrefour\Copos de maíz 3 Arroyos bolsa 400 g_0.jpg
Cereal copita con chocolate Carrefour Classic sin gluten 200 grs;$2.356,90;D:/python/scrapling/imagenes_productos_carrefour\Cereal copita con chocolate Carrefour Cl_4.jpg
Copos azúcarados Carrefour Classic 400 g.;$2.842,80;D:/python/scrapling/imagenes_productos_carrefour\Copos azúcarados Carrefour Classic 400 g_15.jpg
Nesfit Cereal Sin Azúcar 220 grs;$3.108,00;D:/python/scrapling/imagenes_productos_carrefour\Nesfit Cereal Sin Azúcar 220 grs_14.jpg
Copos de maíz Granix 400 g.;$3.199,00;D:/python/scrapling/imagenes_productos_carrefour\Copos de maíz Granix 400 g_1.jpg
