Producto;Precio;Imagen
Leche ulta parcial descremada Carrefour classic sachet 1 lt.;$1.738,80;D:/python/scrapling/imagenes_productos_carrefour\Leche ulta parcial descremada Carrefour _5.jpg
Leche ultra entera Carrefour classic sachet 1 lt.;$1.738,80;D:/python/scrapling/imagenes_productos_carrefour\Leche ultra entera Carrefour classic sac_10.jpg
Leche liviana UAT clásica Bulnez 1 lt;$1.890,00;D:/python/scrapling/imagenes_productos_carrefour\Leche liviana UAT clásica Bulnez 1 lt_12.jpg
Leche La Serenísima ultra entera multivit 3% sachet 1 lt;$2.049,00;D:/python/scrapling/imagenes_productos_carrefour\Leche La Serenísima ultra entera multivi_6.jpg
Leche La Serenísima ultra parc descremada multivit 1% sachet 1 lt;$2.049,00;D:/python/scrapling/imagenes_productos_carrefour\Leche La Serenísima ultra parc descremad_8.jpg
Leche UAT parcialmente descremada Carrefour classic brik 1 lt.;$2.152,60;D:/python/scrapling/imagenes_productos_carrefour\Leche UAT parcialmente descremada Carref_4.jpg
Leche UAT entera Carrefour classic brik 1 lt.;$2.152,60;D:/python/scrapling/imagenes_productos_carrefour\Leche UAT entera Carrefour classic brik _7.jpg
Leche La serenisima liviana 1% 1L;$2.190,00;D:/python/scrapling/imagenes_productos_carrefour\Leche La serenisima liviana 1 1L_1.jpg
Leche La serenisima clásica 3% 1L;$2.190,00;D:/python/scrapling/imagenes_productos_carrefour\Leche La serenisima clásica 3 1L_2.jpg
Leche entera larga vida Tregar 1 l.;$2.550,00;D:/python/scrapling/imagenes_productos_carrefour\Leche entera larga vida Tregar 1 l_13.jpg
