Producto;Precio;Imagen
Medallón de merluza rebozados 100 g.;$1.120,00;D:/python/scrapling/imagenes_productos_carrefour\Medallón de merluza rebozados 100 g_10.jpg
Hamburguesa congelada Carrefour 2 u.;$3.020,00;D:/python/scrapling/imagenes_productos_carrefour\Hamburguesa congelada Carrefour 2 u_12.jpg
Hamburguesas de pollo Granja tres Arroyos 166 g.;$3.200,00;D:/python/scrapling/imagenes_productos_carrefour\Hamburguesas de pollo Granja tres Arroyo_8.jpg
Medallón de carne Paty express en caja 4 uni;$5.955,00;D:/python/scrapling/imagenes_productos_carrefour\Medallón de carne Paty express en caja 4_4.jpg
Hamburguesa Swift casera 2 u.;$6.999,00;D:/python/scrapling/imagenes_productos_carrefour\Hamburguesa Swift casera 2 u_14.jpg
Medallón de pollo Swift 4 u.;$7.069,00;D:/python/scrapling/imagenes_productos_carrefour\Medallón de pollo Swift 4 u_13.jpg
Hamburguesa Paty 72 g. caja x 4 uni;$8.165,00;D:/python/scrapling/imagenes_productos_carrefour\Hamburguesa Paty 72 g caja x 4 uni_15.jpg
Hamburguesa Swift clásica 4 u.;$8.439,00;D:/python/scrapling/imagenes_productos_carrefour\Hamburguesa Swift clásica 4 u_6.jpg
Hamburguesa Paty clásico en caja 4 uni;$9.150,00;D:/python/scrapling/imagenes_productos_carrefour\Hamburguesa Paty clásico en caja 4 uni_3.jpg
Hamburguesa de carne Unión ganadera 4 uni;$10.439,00;D:/python/scrapling/imagenes_productos_carrefour\Hamburguesa de carne Unión ganadera 4 un_7.jpg
