Producto;Precio;Imagen
Jamón cocido feteado Bulnez 150 grs;$2.210,00;D:/python/scrapling/imagenes_productos_carrefour\Jamón cocido feteado Bulnez 150 grs_0.jpg
Lomito feteado 150 g.;$2.790,00;D:/python/scrapling/imagenes_productos_carrefour\Lomito feteado 150 g_9.jpg
Leberwurst Paladini 250 g.;$3.049,00;D:/python/scrapling/imagenes_productos_carrefour\Leberwurst Paladini 250 g_8.jpg
Lomo de cerdo feteado Paladini 120 g.;$3.290,00;D:/python/scrapling/imagenes_productos_carrefour\Lomo de cerdo feteado Paladini 120 g_7.jpg
Lomo de cerdo feteado Bocatti horneado 70 g.;$3.555,00;D:/python/scrapling/imagenes_productos_carrefour\Lomo de cerdo feteado Bocatti horneado 7_15.jpg
Jamón cocido Lario feteado 150 g.;$4.345,00;D:/python/scrapling/imagenes_productos_carrefour\Jamón cocido Lario feteado 150 g_1.jpg
Mortadela Paladini mini 300 g.;$4.649,00;D:/python/scrapling/imagenes_productos_carrefour\Mortadela Paladini mini 300 g_10.jpg
Jamón cocido Paladini 150 g.;$4.669,00;D:/python/scrapling/imagenes_productos_carrefour\Jamón cocido Paladini 150 g_4.jpg
Salame tipo milán Lario picado fino feteado 150 g.;$5.490,00;D:/python/scrapling/imagenes_productos_carrefour\Salame tipo milán Lario picado fino fete_12.jpg
Jamón cocido natural feteado Bocatti 130 g.;$6.469,00;D:/python/scrapling/imagenes_productos_carrefour\Jamón cocido natural feteado Bocatti 130_3.jpg
