Producto;Precio;Imagen
Cerveza Amber República Artesanal en lata 473 ml;$1.290,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza Amber República Artesanal en lat_11.jpg
Cerveza Honey República Artesanal en lata 473 ml;$1.290,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza Honey República Artesanal en lat_12.jpg
Cerveza Lager República Artesanal en lata 473 ml;$1.290,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza Lager República Artesanal en lat_13.jpg
Cerveza blanca Quilmes sin alcohol 473 ml;$1.378,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza blanca Quilmes sin alcohol 473 m_4.jpg
Cerveza rubia Brahma 354 ml;$1.389,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza rubia Brahma 354 ml_14.jpg
Cerveza blanca Quilmes Bajo cero en lata 473 ml;$1.549,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza blanca Quilmes Bajo cero en lata_5.jpg
Cerveza light Michelob Ultra 473 ml;$1.850,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza light Michelob Ultra 473 ml_8.jpg
Cerveza negra Quilmes Stout 473 ml;$1.859,25;D:/python/scrapling/imagenes_productos_carrefour\Cerveza negra Quilmes Stout 473 ml_3.jpg
Cerveza rubia Budweiser 473 ml;$2.061,75;D:/python/scrapling/imagenes_productos_carrefour\Cerveza rubia Budweiser 473 ml_9.jpg
Cerveza rubia Andes Origen 473 ml;$2.294,25;No disponible
