Producto;Precio;Imagen
Medallón de merluza rebozados 100 g.;$1.070,00;D:/python/scrapling/imagenes_productos_carrefour\Medallón de merluza rebozados 100 g_14.jpg
Hamburguesa congelada Carrefour 2 u.;$2.800,00;D:/python/scrapling/imagenes_productos_carrefour\Hamburguesa congelada Carrefour 2 u_12.jpg
Hamburguesas de pollo Granja tres Arroyos 166 g.;$3.200,00;D:/python/scrapling/imagenes_productos_carrefour\Hamburguesas de pollo Granja tres Arroyo_11.jpg
Medallón de carne Paty express en caja 4 uni;$4.050,00;D:/python/scrapling/imagenes_productos_carrefour\Medallón de carne Paty express en caja 4_4.jpg
Hamburguesa Swift casera 2 u.;$6.429,00;D:/python/scrapling/imagenes_productos_carrefour\Hamburguesa Swift casera 2 u_9.jpg
Hamburguesa Swift clásica 4 u.;$7.470,00;D:/python/scrapling/imagenes_productos_carrefour\Hamburguesa Swift clásica 4 u_5.jpg
Hamburguesa de carne Unión ganadera 4 uni;$7.601,25;D:/python/scrapling/imagenes_productos_carrefour\Hamburguesa de carne Unión ganadera 4 un_10.jpg
Medallón de carne sin tacc Good Mark en caja 4 uni;$7.810,00;D:/python/scrapling/imagenes_productos_carrefour\Medallón de carne sin tacc Good Mark en _15.jpg
Hamburguesa Paty 72 g. caja x 4 uni;$7.929,00;D:/python/scrapling/imagenes_productos_carrefour\Hamburguesa Paty 72 g caja x 4 uni_8.jpg
Hamburguesa Paty clásico en caja 4 uni;$8.885,00;D:/python/scrapling/imagenes_productos_carrefour\Hamburguesa Paty clásico en caja 4 uni_3.jpg
