Producto;Precio;Imagen
Cerveza blanca Quilmes Bajo cero en lata 473 ml;$1.254,75;D:/python/scrapling/imagenes_productos_carrefour\Cerveza blanca Quilmes Bajo cero en lata_13.jpg
Cerveza blanca Quilmes sin alcohol 473 ml;$1.397,50;D:/python/scrapling/imagenes_productos_carrefour\Cerveza blanca Quilmes sin alcohol 473 m_4.jpg
Cerveza Lager República Artesanal en lata 473 ml;$1.490,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza Lager República Artesanal en lat_7.jpg
Cerveza Amber República Artesanal en lata 473 ml;$1.490,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza Amber República Artesanal en lat_10.jpg
Cerveza Honey República Artesanal en lata 473 ml;$1.490,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza Honey República Artesanal en lat_11.jpg
Cerveza rubia Budweiser 473 ml;$1.933,10;D:/python/scrapling/imagenes_productos_carrefour\Cerveza rubia Budweiser 473 ml_9.jpg
Cerveza negra Quilmes Stout 473 ml;$2.019,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza negra Quilmes Stout 473 ml_0.jpg
Cerveza light Michelob Ultra 473 ml;$2.037,75;D:/python/scrapling/imagenes_productos_carrefour\Cerveza light Michelob Ultra 473 ml_2.jpg
Cerveza blanca sin alcohol Corona 0.0% 330 ml;$2.340,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza blanca sin alcohol Corona 00 330_3.jpg
Cerveza rubia Andes Origen 473 ml;$2.563,50;D:/python/scrapling/imagenes_productos_carrefour\Cerveza rubia Andes Origen 473 ml_1.jpg
