Producto;Precio;Imagen
Alimento húmedo para perro Carrefour 100 g. adultos carne;$1.190,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento húmedo para perro Carrefour 100_10.jpg
Alimento húmedo para perro Pedigree 100 g. adultos pequeños carne;$1.399,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento húmedo para perro Pedigree 100 _0.jpg
Alimento húmedo para perro Pedigree 100 g. adultos carne;$1.399,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento húmedo para perro Pedigree 100 _2.jpg
Alimento húmedo para perro Pedigree 100 g. adultos pequeños pollo;$1.399,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento húmedo para perro Pedigree 100 _4.jpg
Alimento húmedo para perro Pedigree 100 g. adultos pollo;$1.399,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento húmedo para perro Pedigree 100 _9.jpg
Snack para perros Pedigree Biscrok 100 g.;$2.038,00;D:/python/scrapling/imagenes_productos_carrefour\Snack para perros Pedigree Biscrok 100 g_11.jpg
Snack para perros Pedigree Rodeo 4 u. carne;$2.569,00;D:/python/scrapling/imagenes_productos_carrefour\Snack para perros Pedigree Rodeo 4 u car_14.jpg
Snack para perros Pedigree Dentastix 7 u. razas medianas;$4.959,00;D:/python/scrapling/imagenes_productos_carrefour\Snack para perros Pedigree Dentastix 7 u_3.jpg
Alimento seco para perro Pedigree 3 kg. adultos pequeños;$13.019,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento seco para perro Pedigree 3 kg a_12.jpg
Alimento seco para perro Matute 15 kg. adultos;$18.500,00;D:/python/scrapling/imagenes_productos_carrefour\Alimento seco para perro Matute 15 kg ad_15.jpg
