Producto;Precio;Imagen
Leche Entera La Serenisima Fort C 200 Cc;$1.239,00;D:/python/scrapling/imagenes_productos_chango\Leche Entera La Serenisima Fort C 200 Cc_12.jpg
Leche Descremada Check Larga Vida 1 L;$1.499,00;D:/python/scrapling/imagenes_productos_chango\Leche Descremada Check Larga Vida 1 L_0.jpg
Leche Chocolatada Las Tres Niñas Libre De Sellos 200 Ml;$1.709,00;D:/python/scrapling/imagenes_productos_chango\Leche Chocolatada Las Tres Niñas Libre D_18.jpg
Leche Entera Casanto 1 L;$1.729,00;D:/python/scrapling/imagenes_productos_chango\Leche Entera Casanto 1 L_10.jpg
Leche Descremada Casanto 1 L;$1.729,00;D:/python/scrapling/imagenes_productos_chango\Leche Descremada Casanto 1 L_14.jpg
Leche Descremada Tregar Larga Vida 1 L;$1.806,75;D:/python/scrapling/imagenes_productos_chango\Leche Descremada Tregar Larga Vida 1 L_13.jpg
Leche Entera La Serenísima Multivitaminas 3% 1 L;$1.850,00;D:/python/scrapling/imagenes_productos_chango\Leche Entera La Serenísima Multivitamina_4.jpg
Leche Descremada La Serenísima Multivitaminas 1% 1 L;$1.850,00;D:/python/scrapling/imagenes_productos_chango\Leche Descremada La Serenísima Multivita_6.jpg
Leche Descremada Ilolay 1 Lt;$1.904,25;D:/python/scrapling/imagenes_productos_chango\Leche Descremada Ilolay 1 Lt_20.jpg
Leche Entera Las Tres Niñas Clásica 1 L;$1.964,25;D:/python/scrapling/imagenes_productos_chango\Leche Entera Las Tres Niñas Clásica 1 L_5.jpg
