Producto;Precio;Imagen
Gaseosa Coca Cola Original 354ml;$1.466,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Coca Cola Original 354ml_23.jpg
Gaseosa Cunnington Pomelo Suave 2.25 L;$1.632,67;D:/python/scrapling/imagenes_productos_chango\Gaseosa Cunnington Pomelo Suave 225 L_5.jpg
Gaseosa Cunnington Cola Sin Azúcar 2.25 L;$1.632,67;D:/python/scrapling/imagenes_productos_chango\Gaseosa Cunnington Cola Sin Azúcar 225 L_6.jpg
Gaseosa Cunnington Lima 2.25 L;$1.666,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Cunnington Lima 225 L_8.jpg
Gaseosa Cunnington Pomelo Classic 2.25 L;$1.666,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Cunnington Pomelo Classic 225 L_10.jpg
Gaseosa Cunnington Cola Classic 2.25 L;$1.666,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Cunnington Cola Classic 225 L_14.jpg
Gaseosa Mirinda Sabor Naranja 2.25 L;$1.832,67;D:/python/scrapling/imagenes_productos_chango\Gaseosa Mirinda Sabor Naranja 225 L_18.jpg
Gaseosa Coca Cola Zero 1.25 L;$1.946,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Coca Cola Zero 125 L_19.jpg
Gaseosa Coca Cola Sabor Original Menos Azúcares 1,25 L;$1.946,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Coca Cola Sabor Original Menos A_21.jpg
Gaseosa Lima Limón 7up Sin Azúcar 1.5 L;$2.466,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Lima Limón 7up Sin Azúcar 15 L_2.jpg
