Producto;Precio;Imagen
Gaseosa Crush Sin Azúcar Lima-Limón 2,25 L;$1.439,20;D:/python/scrapling/imagenes_productos_chango\Gaseosa Crush Sin Azúcar Lima-Limón 225 _22.jpg
Gaseosa Cunnington Pomelo Classic 2.25 L;$1.599,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Cunnington Pomelo Classic 225 L_8.jpg
Gaseosa Cunnington Cola Classic 2.25 L;$1.599,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Cunnington Cola Classic 225 L_10.jpg
Gaseosa Cunnington Indian Tonic Classic 2.25 L;$1.599,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Cunnington Indian Tonic Classic _23.jpg
Gaseosa Pepsi Cola 1,5 L;$1.999,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Pepsi Cola 15 L_17.jpg
Gaseosa Lima Limón 7up Sin Azúcar 1.5 L;$2.219,40;D:/python/scrapling/imagenes_productos_chango\Gaseosa Lima Limón 7up Sin Azúcar 15 L_1.jpg
Gaseosa Coca Cola Original 354ml;$2.299,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Coca Cola Original 354ml_21.jpg
Gaseosa Mirinda Sabor Naranja 2.25 L;$2.336,65;D:/python/scrapling/imagenes_productos_chango\Gaseosa Mirinda Sabor Naranja 225 L_20.jpg
Gaseosa Cunnington Pomelo Suave 2.25 L;$2.499,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Cunnington Pomelo Suave 225 L_4.jpg
Gaseosa Pepsi Black Sin Azúcar 2 L;$2.519,40;D:/python/scrapling/imagenes_productos_chango\Gaseosa Pepsi Black Sin Azúcar 2 L_0.jpg
