Producto;Precio;Imagen
Palitos Aliada Salados 120 G;$1.119,00;D:/python/scrapling/imagenes_productos_chango\Palitos Aliada Salados 120 G_15.jpg
Maní Salado Maní King Sin Piel 100 G;$1.489,00;D:/python/scrapling/imagenes_productos_chango\Maní Salado Maní King Sin Piel 100 G_16.jpg
Galletita Jamon Saladix 100 Gr;$1.569,00;D:/python/scrapling/imagenes_productos_chango\Galletita Jamon Saladix 100 Gr_14.jpg
Palitos Krachitos Salados 110g;$1.679,00;D:/python/scrapling/imagenes_productos_chango\Palitos Krachitos Salados 110g_4.jpg
Galletita Snacks Rex 125 Gr;$2.059,00;D:/python/scrapling/imagenes_productos_chango\Galletita Snacks Rex 125 Gr_6.jpg
Papas Fritas Quento Sabor Queso Crema Y Ciboulette 82 G;$2.299,00;D:/python/scrapling/imagenes_productos_chango\Papas Fritas Quento Sabor Queso Crema Y _12.jpg
Galletita Club Social Sabor Original 144gr;$2.839,00;D:/python/scrapling/imagenes_productos_chango\Galletita Club Social Sabor Original 144_2.jpg
Galletitas Crackers Club Social Sabor Jamón 24 G 6u;$2.839,00;D:/python/scrapling/imagenes_productos_chango\Galletitas Crackers Club Social Sabor Ja_11.jpg
Galletitas Snacks Rex Sabor Original 225 G;$2.939,00;D:/python/scrapling/imagenes_productos_chango\Galletitas Snacks Rex Sabor Original 225_9.jpg
Papas Fritas Krachitos Tradicionales 105 G;$2.989,00;D:/python/scrapling/imagenes_productos_chango\Papas Fritas Krachitos Tradicionales 105_20.jpg
