Producto;Precio;Imagen
Leche Entera La Serenisima Fort C 200 Cc;$929,25;D:/python/scrapling/imagenes_productos_chango\Leche Entera La Serenisima Fort C 200 Cc_16.jpg
Leche Descremada Check Larga Vida 1 L;$1.124,25;D:/python/scrapling/imagenes_productos_chango\Leche Descremada Check Larga Vida 1 L_0.jpg
Leche Entera Check Larga Vida 1 L;$1.124,25;D:/python/scrapling/imagenes_productos_chango\Leche Entera Check Larga Vida 1 L_1.jpg
Leche Uat Check  Baja En Lactosa Parcialmente Descremada 1 L;$1.686,75;D:/python/scrapling/imagenes_productos_chango\Leche Uat Check  Baja En Lactosa Parcial_2.jpg
Leche Entera Casanto 1 L;$1.729,00;D:/python/scrapling/imagenes_productos_chango\Leche Entera Casanto 1 L_15.jpg
Leche Descremada Casanto 1 L;$1.729,00;D:/python/scrapling/imagenes_productos_chango\Leche Descremada Casanto 1 L_21.jpg
Leche Entera Tregar Larga Vida 1 L;$1.791,75;D:/python/scrapling/imagenes_productos_chango\Leche Entera Tregar Larga Vida 1 L_19.jpg
Leche Entera Las Tres Niñas Clásica 1 L;$1.889,25;D:/python/scrapling/imagenes_productos_chango\Leche Entera Las Tres Niñas Clásica 1 L_8.jpg
Leche Las Tres Niñas Liviana 1 L;$1.889,25;D:/python/scrapling/imagenes_productos_chango\Leche Las Tres Niñas Liviana 1 L_12.jpg
Leche Entera La Serenísima Multivitaminas 3% 1 L;$2.009,00;D:/python/scrapling/imagenes_productos_chango\Leche Entera La Serenísima Multivitamina_6.jpg
