Producto;Precio;Imagen
Cerveza En Lata Brahma 354ml;$926,00;D:/python/scrapling/imagenes_productos_chango\Cerveza En Lata Brahma 354ml_14.jpg
Cerveza Rubia Quilmes Bajocero 473 Ml;$1.032,67;D:/python/scrapling/imagenes_productos_chango\Cerveza Rubia Quilmes Bajocero 473 Ml_0.jpg
Cerveza Rubia Quilmes Sin Alcohol 473 Ml;$1.412,67;D:/python/scrapling/imagenes_productos_chango\Cerveza Rubia Quilmes Sin Alcohol 473 Ml_10.jpg
Cerveza Rubia Quilmes 1890 473 Cc;$1.419,33;D:/python/scrapling/imagenes_productos_chango\Cerveza Rubia Quilmes 1890 473 Cc_6.jpg
Cerveza Rubia Amstel Lager 473 Ml;$1.819,33;D:/python/scrapling/imagenes_productos_chango\Cerveza Rubia Amstel Lager 473 Ml_16.jpg
Cerveza Rubia Schneider Remix Limón 473 Ml;$1.819,33;D:/python/scrapling/imagenes_productos_chango\Cerveza Rubia Schneider Remix Limón 473 _21.jpg
Cerveza Michelob Ultra Bajas Calorías 473 Ml;$1.899,33;D:/python/scrapling/imagenes_productos_chango\Cerveza Michelob Ultra Bajas Calorías 47_4.jpg
Cerveza Negra Imperial  Stout 473 Ml;$2.199,33;D:/python/scrapling/imagenes_productos_chango\Cerveza Negra Imperial  Stout 473 Ml_13.jpg
Cerveza Rubia Imperial Ipa 473 Ml;$2.199,33;D:/python/scrapling/imagenes_productos_chango\Cerveza Rubia Imperial Ipa 473 Ml_19.jpg
Cerveza Rubia Corona Cero Alcohol 330 Ml;$2.332,67;D:/python/scrapling/imagenes_productos_chango\Cerveza Rubia Corona Cero Alcohol 330 Ml_15.jpg
