Producto;Precio;Imagen
Mortadela Con Pistacchio Bocatti Feteada 70 G;$2.499,00;D:/python/scrapling/imagenes_productos_chango\Mortadela Con Pistacchio Bocatti Feteada_17.jpg
Paleta De Cerdo Trozer Feteada 200 G;$2.556,75;D:/python/scrapling/imagenes_productos_chango\Paleta De Cerdo Trozer Feteada 200 G_4.jpg
Paleta Aliada Feteada 200 G;$2.699,00;D:/python/scrapling/imagenes_productos_chango\Paleta Aliada Feteada 200 G_2.jpg
Jamón Cocido Trozer Feteado 200 G;$2.991,75;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Trozer Feteado 200 G_1.jpg
Paleta De Cerdo Nuestra Fiambrería Campo Austral Feteada 200 G;$3.029,25;D:/python/scrapling/imagenes_productos_chango\Paleta De Cerdo Nuestra Fiambrería Campo_6.jpg
Jamón Cocido Natural Check Feteado 130 G;$3.779,00;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Natural Check Feteado 130 G_3.jpg
Jamón Cocido Paladini Permi Feteado 150 G;$4.151,20;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Paladini Permi Feteado 150 _8.jpg
Jamón Cocido Nuestra Fiambrería Campo Austral Feteado 200 G;$4.236,75;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Nuestra Fiambrería Campo Au_7.jpg
Jamón Cocido Nuestra Fiambrería Lario Feteado 200 G;$5.199,00;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Nuestra Fiambrería Lario Fe_0.jpg
Jamón Cocido Cagnoli 120g;$5.199,00;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Cagnoli 120g_10.jpg
