Producto;Precio;Imagen
Salchichón Con Jamón Check Feteado 150 G;$2.599,00;D:/python/scrapling/imagenes_productos_chango\Salchichón Con Jamón Check Feteado 150 G_11.jpg
Paleta Aliada Feteada 200 G;$3.599,00;D:/python/scrapling/imagenes_productos_chango\Paleta Aliada Feteada 200 G_1.jpg
Jamón Cocido Natural Check Feteado 130 G;$3.779,00;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Natural Check Feteado 130 G_2.jpg
Paleta De Cerdo Nuestra Fiambrería Campo Austral Feteada 200 G;$4.039,00;D:/python/scrapling/imagenes_productos_chango\Paleta De Cerdo Nuestra Fiambrería Campo_5.jpg
Jamón Cocido Nuestra Fiambrería Lario Feteado 200 G;$5.199,00;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Nuestra Fiambrería Lario Fe_0.jpg
Jamón Cocido Cagnoli 120g;$5.199,00;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Cagnoli 120g_6.jpg
Mortadela Paladini Feteada 200 G;$5.289,00;D:/python/scrapling/imagenes_productos_chango\Mortadela Paladini Feteada 200 G_8.jpg
Jamón Cocido Nuestra Fiambrería Campo Austral Feteado 200 G;$5.649,00;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Nuestra Fiambrería Campo Au_4.jpg
Jamón Cocido Paladini Feteado 200 G;$5.839,20;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Paladini Feteado 200 G_3.jpg
Jamón Cocido Natural L'Abratto Feteado 125 G;$6.149,00;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Natural LAbratto Feteado 12_9.jpg
