Producto;Precio;Imagen
Carne Picada Swift Congelada 500 G;$6.989,00;D:/python/scrapling/imagenes_productos_chango\Carne Picada Swift Congelada 500 G_9.jpg
Carre De Cerdo Congelado 1 Kg;$8.299,00;D:/python/scrapling/imagenes_productos_chango\Carre De Cerdo Congelado 1 Kg_8.jpg
Pechito De Cerdo Congelado 900 G;$8.299,00;D:/python/scrapling/imagenes_productos_chango\Pechito De Cerdo Congelado 900 G_14.jpg
Carne Picada Especial 750 G;$8.999,00;D:/python/scrapling/imagenes_productos_chango\Carne Picada Especial 750 G_7.jpg
Bondiola Congelada 2.5 Kg;$10.900,00;D:/python/scrapling/imagenes_productos_chango\Bondiola Congelada 25 Kg_10.jpg
Chorizo Tradicional Campo Austral Tradicional Al Vacio 400 Gr;$11.089,00;D:/python/scrapling/imagenes_productos_chango\Chorizo Tradicional Campo Austral Tradic_18.jpg
Tapa De Nalga De Novillito Envasado Al Vacío 1.3 Kg;$12.899,00;D:/python/scrapling/imagenes_productos_chango\Tapa De Nalga De Novillito Envasado Al V_5.jpg
Carne Picada Magra 650 G;$14.999,00;D:/python/scrapling/imagenes_productos_chango\Carne Picada Magra 650 G_21.jpg
Paleta De Novillito Envasado Al Vacío 1.2 Kg;$15.999,00;D:/python/scrapling/imagenes_productos_chango\Paleta De Novillito Envasado Al Vacío 12_6.jpg
Asado De Tira De Novillito 1 Kg;$15.999,00;D:/python/scrapling/imagenes_productos_chango\Asado De Tira De Novillito 1 Kg_17.jpg
