Producto;Precio;Imagen
Bondiola Congelada 2.5 Kg;$6.989,00;D:/python/scrapling/imagenes_productos_chango\Bondiola Congelada 25 Kg_9.jpg
Carne Picada Swift Congelada 500 G;$6.989,00;D:/python/scrapling/imagenes_productos_chango\Carne Picada Swift Congelada 500 G_10.jpg
Bondiola De Cerdo 1kg;$6.989,00;D:/python/scrapling/imagenes_productos_chango\Bondiola De Cerdo 1kg_13.jpg
Pechito De Cerdo Congelado 900 G;$8.299,00;D:/python/scrapling/imagenes_productos_chango\Pechito De Cerdo Congelado 900 G_12.jpg
Carne Picada Especial 750 G;$8.999,00;D:/python/scrapling/imagenes_productos_chango\Carne Picada Especial 750 G_7.jpg
Chorizo Tradicional Campo Austral Tradicional Al Vacio 400 Gr;$11.089,00;D:/python/scrapling/imagenes_productos_chango\Chorizo Tradicional Campo Austral Tradic_18.jpg
Chorizo En Gancho Alma Criolla 1 Kg;$11.890,00;D:/python/scrapling/imagenes_productos_chango\Chorizo En Gancho Alma Criolla 1 Kg_20.jpg
Asado De Tira De Novillito 1 Kg;$12.389,00;D:/python/scrapling/imagenes_productos_chango\Asado De Tira De Novillito 1 Kg_17.jpg
Carne Picada Magra 650 G;$14.999,00;D:/python/scrapling/imagenes_productos_chango\Carne Picada Magra 650 G_22.jpg
Vacío De Novillito Envasado Al Vacío 1.5 Kg;$15.789,00;D:/python/scrapling/imagenes_productos_chango\Vacío De Novillito Envasado Al Vacío 15 _2.jpg
