Producto;Precio;Imagen
Queso Rallado La Quesera 100 G;$1.499,00;D:/python/scrapling/imagenes_productos_chango\Queso Rallado La Quesera 100 G_7.jpg
Queso Rallado La Serenisima Reggianito 35g;$1.669,00;D:/python/scrapling/imagenes_productos_chango\Queso Rallado La Serenisima Reggianito 3_19.jpg
Queso Untable Tonadita Jamón 180g;$1.689,35;D:/python/scrapling/imagenes_productos_chango\Queso Untable Tonadita Jamón 180g_16.jpg
Queso Untable Tonadita Gruyere 180g;$1.689,35;D:/python/scrapling/imagenes_productos_chango\Queso Untable Tonadita Gruyere 180g_21.jpg
Queso Crema La Paulina Tradicional 290 G;$2.339,25;D:/python/scrapling/imagenes_productos_chango\Queso Crema La Paulina Tradicional 290 G_0.jpg
Queso Crema La Paulina Light 290 G;$2.339,25;D:/python/scrapling/imagenes_productos_chango\Queso Crema La Paulina Light 290 G_17.jpg
Queso La Serenisima Untable Cremón Light 280g;$2.819,25;D:/python/scrapling/imagenes_productos_chango\Queso La Serenisima Untable Cremón Light_3.jpg
Queso Crema Tonadita Cremette Light 290g;$2.999,00;D:/python/scrapling/imagenes_productos_chango\Queso Crema Tonadita Cremette Light 290g_13.jpg
Queso Crema Cremette Tonadita Clasico 290g;$2.999,00;D:/python/scrapling/imagenes_productos_chango\Queso Crema Cremette Tonadita Clasico 29_18.jpg
Ricotta Tregar Light 290 G;$3.349,00;D:/python/scrapling/imagenes_productos_chango\Ricotta Tregar Light 290 G_23.jpg
