Producto;Precio;Imagen
Agua Mineral Sin Gas Check 2 L;$1.279,00;D:/python/scrapling/imagenes_productos_chango\Agua Mineral Sin Gas Check 2 L_4.jpg
Soda Ivess 2,25 L;$1.599,00;D:/python/scrapling/imagenes_productos_chango\Soda Ivess 225 L_7.jpg
Agua Mineralizada Cellier 2 Lts;$1.599,00;D:/python/scrapling/imagenes_productos_chango\Agua Mineralizada Cellier 2 Lts_9.jpg
Agua Saborizada H2oh! Still Sabor Pomelo 2 L;$1.674,50;D:/python/scrapling/imagenes_productos_chango\Agua Saborizada H2oh Still Sabor Pomelo _22.jpg
Agua Cellier Favaloro Con Gas 2 L;$1.749,00;D:/python/scrapling/imagenes_productos_chango\Agua Cellier Favaloro Con Gas 2 L_15.jpg
Soda Ivess 1.75l;$1.799,00;D:/python/scrapling/imagenes_productos_chango\Soda Ivess 175l_16.jpg
Sifón De Soda Check 2 L;$1.869,00;D:/python/scrapling/imagenes_productos_chango\Sifón De Soda Check 2 L_3.jpg
Soda Ivess Menos Sodio 1.75 L;$1.869,00;D:/python/scrapling/imagenes_productos_chango\Soda Ivess Menos Sodio 175 L_18.jpg
Soda Ivess 2 L;$2.089,00;D:/python/scrapling/imagenes_productos_chango\Soda Ivess 2 L_8.jpg
Agua Mineral Villavicencio Sin Gas 2 L;$2.139,00;D:/python/scrapling/imagenes_productos_chango\Agua Mineral Villavicencio Sin Gas 2 L_12.jpg
