Producto;Precio;Imagen
Gaseosa Crush Sin Azúcar Lima-Limón 2,25 L;$1.439,20;D:/python/scrapling/imagenes_productos_chango\Gaseosa Crush Sin Azúcar Lima-Limón 225 _19.jpg
Gaseosa Cunnington Pomelo Suave 2.25 L;$1.799,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Cunnington Pomelo Suave 225 L_3.jpg
Gaseosa Cunnington Cola Sin Azúcar 2.25 L;$1.799,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Cunnington Cola Sin Azúcar 225 L_5.jpg
Gaseosa Cunnington Lima 2.25 L;$1.799,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Cunnington Lima 225 L_7.jpg
Gaseosa Cunnington Pomelo Classic 2.25 L;$1.799,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Cunnington Pomelo Classic 225 L_8.jpg
Agua Tónica Cunnington 2.25 L;$1.799,00;D:/python/scrapling/imagenes_productos_chango\Agua Tónica Cunnington 225 L_10.jpg
Gaseosa Cunnington Cola Classic 2.25 L;$1.799,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Cunnington Cola Classic 225 L_11.jpg
Gaseosa Pepsi Cola 1,5 L;$1.999,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Pepsi Cola 15 L_18.jpg
Gaseosa Coca Cola Original 354ml;$2.299,00;D:/python/scrapling/imagenes_productos_chango\Gaseosa Coca Cola Original 354ml_16.jpg
Gaseosa Lima Limón 7up Sin Azúcar 1.5 L;$2.369,40;D:/python/scrapling/imagenes_productos_chango\Gaseosa Lima Limón 7up Sin Azúcar 15 L_0.jpg
