Producto;Precio;Imagen
Galletita Jamon Saladix 100 Gr;$1.569,00;D:/python/scrapling/imagenes_productos_chango\Galletita Jamon Saladix 100 Gr_10.jpg
Palitos Krachitos Salados 110g;$1.679,00;D:/python/scrapling/imagenes_productos_chango\Palitos Krachitos Salados 110g_4.jpg
Papas Fritas Quento Queso Crema Y Ciboulette 82 G;$1.934,25;D:/python/scrapling/imagenes_productos_chango\Papas Fritas Quento Queso Crema Y Ciboul_6.jpg
Galletita Snacks Rex 125 Gr;$2.259,00;D:/python/scrapling/imagenes_productos_chango\Galletita Snacks Rex 125 Gr_19.jpg
Minitostaditas Twistos Jamon 95 Gr;$2.616,75;D:/python/scrapling/imagenes_productos_chango\Minitostaditas Twistos Jamon 95 Gr_22.jpg
Galletita Club Social Sabor Original 144gr;$2.999,00;D:/python/scrapling/imagenes_productos_chango\Galletita Club Social Sabor Original 144_5.jpg
Galletitas Crackers Club Social Sabor Jamón 24 G 6u;$2.999,00;D:/python/scrapling/imagenes_productos_chango\Galletitas Crackers Club Social Sabor Ja_23.jpg
Maní Check Frito Con Sal 320 G;$3.049,00;D:/python/scrapling/imagenes_productos_chango\Maní Check Frito Con Sal 320 G_14.jpg
Galletitas Snacks Rex Sabor Original 225 G;$3.239,00;D:/python/scrapling/imagenes_productos_chango\Galletitas Snacks Rex Sabor Original 225_11.jpg
Galletitas Snacks Kesitas Queso 250 G;$3.239,00;D:/python/scrapling/imagenes_productos_chango\Galletitas Snacks Kesitas Queso 250 G_16.jpg
