Producto;Precio;Imagen
Maní Salado Maní King Sin Piel 100 G;$992,67;D:/python/scrapling/imagenes_productos_chango\Maní Salado Maní King Sin Piel 100 G_10.jpg
Galletita Jamon Saladix 100 Gr;$1.046,00;D:/python/scrapling/imagenes_productos_chango\Galletita Jamon Saladix 100 Gr_7.jpg
Palitos Krachitos Salados 110g;$1.119,33;D:/python/scrapling/imagenes_productos_chango\Palitos Krachitos Salados 110g_3.jpg
Galletita Snacks Rex 125 Gr;$1.506,00;D:/python/scrapling/imagenes_productos_chango\Galletita Snacks Rex 125 Gr_15.jpg
Papas Fritas Quento Queso Crema Y Ciboulette 82 G;$1.719,33;D:/python/scrapling/imagenes_productos_chango\Papas Fritas Quento Queso Crema Y Ciboul_6.jpg
Papas Fritas Quento Jamón Serrano 82 G;$1.719,33;D:/python/scrapling/imagenes_productos_chango\Papas Fritas Quento Jamón Serrano 82 G_19.jpg
Galletita Club Social Sabor Original 144gr;$1.999,33;D:/python/scrapling/imagenes_productos_chango\Galletita Club Social Sabor Original 144_5.jpg
Galletitas Crackers Club Social Sabor Jamón 24 G 6u;$1.999,33;D:/python/scrapling/imagenes_productos_chango\Galletitas Crackers Club Social Sabor Ja_11.jpg
Maní Check Frito Con Sal 320 G;$2.032,67;D:/python/scrapling/imagenes_productos_chango\Maní Check Frito Con Sal 320 G_22.jpg
Galletitas Snacks Rex Sabor Original 225 G;$2.159,33;D:/python/scrapling/imagenes_productos_chango\Galletitas Snacks Rex Sabor Original 225_8.jpg
