Producto;Precio;Imagen
Jamón Cocido Nuestra Fiambrería Campo Austral Trozado 150 G;$1.739,25;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Nuestra Fiambrería Campo Au_11.jpg
Salchichón Con Jamón Check Feteado 150 G;$1.949,25;D:/python/scrapling/imagenes_productos_chango\Salchichón Con Jamón Check Feteado 150 G_17.jpg
Mortadela Check Feteada 150 G;$2.174,25;D:/python/scrapling/imagenes_productos_chango\Mortadela Check Feteada 150 G_13.jpg
Paleta De Cerdo Trozer Feteada 200 G;$2.556,75;D:/python/scrapling/imagenes_productos_chango\Paleta De Cerdo Trozer Feteada 200 G_7.jpg
Paleta Aliada Feteada 200 G;$2.699,25;D:/python/scrapling/imagenes_productos_chango\Paleta Aliada Feteada 200 G_2.jpg
Jamón Cocido Natural Check Feteado 130 G;$2.834,25;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Natural Check Feteado 130 G_5.jpg
Jamón Cocido Trozer Feteado 200 G;$2.991,75;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Trozer Feteado 200 G_1.jpg
Paleta De Cerdo Nuestra Fiambrería Campo Austral Feteada 200 G;$3.029,25;D:/python/scrapling/imagenes_productos_chango\Paleta De Cerdo Nuestra Fiambrería Campo_4.jpg
Jamón Cocido Lario Feteado 150 G;$3.426,75;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Lario Feteado 150 G_8.jpg
Jamón Cocido Paladini Permi Feteado 150 G;$3.704,25;D:/python/scrapling/imagenes_productos_chango\Jamón Cocido Paladini Permi Feteado 150 _10.jpg
