Producto;Precio;Imagen
Cerveza Rubia Quilmes Bajocero 473 Ml;$1.133,30;D:/python/scrapling/imagenes_productos_chango\Cerveza Rubia Quilmes Bajocero 473 Ml_0.jpg
Cerveza Rubia Quilmes Sin Alcohol 473 Ml;$1.504,30;D:/python/scrapling/imagenes_productos_chango\Cerveza Rubia Quilmes Sin Alcohol 473 Ml_9.jpg
Cerveza Rubia Quilmes 1890 473 Cc;$1.553,30;D:/python/scrapling/imagenes_productos_chango\Cerveza Rubia Quilmes 1890 473 Cc_14.jpg
Cerveza Rubia Amstel Lager 473 Ml;$1.910,30;D:/python/scrapling/imagenes_productos_chango\Cerveza Rubia Amstel Lager 473 Ml_12.jpg
Cerveza En Lata Brahma 354ml;$1.929,00;D:/python/scrapling/imagenes_productos_chango\Cerveza En Lata Brahma 354ml_20.jpg
Cerveza Rubia Quilmes Laton 710 Cc;$2.099,00;D:/python/scrapling/imagenes_productos_chango\Cerveza Rubia Quilmes Laton 710 Cc_1.jpg
Cerveza Rubia Imperial Ipa 473 Ml;$2.309,30;D:/python/scrapling/imagenes_productos_chango\Cerveza Rubia Imperial Ipa 473 Ml_15.jpg
Cerveza Rubia Andes Origen Ipa Lata 473ml;$2.337,30;D:/python/scrapling/imagenes_productos_chango\Cerveza Rubia Andes Origen Ipa Lata 473m_22.jpg
Cerveza Rubia Heineken Sin Alcohol 473 Cc;$2.365,30;D:/python/scrapling/imagenes_productos_chango\Cerveza Rubia Heineken Sin Alcohol 473 C_18.jpg
Cerveza Rubia Stella Artois Sin Alcohol 330 Ml;$2.379,30;D:/python/scrapling/imagenes_productos_chango\Cerveza Rubia Stella Artois Sin Alcohol _21.jpg
