Producto;Precio;Imagen
Harina Check 000 1 Kg;$636,75;D:/python/scrapling/imagenes_productos_chango\Harina Check 000 1 Kg_16.jpg
Harina De Trigo Chacabuco 000 1 Kg;$799,00;D:/python/scrapling/imagenes_productos_chango\Harina De Trigo Chacabuco 000 1 Kg_12.jpg
Harina De Trigo Caserita Tipo 000 1 Kg;$899,00;D:/python/scrapling/imagenes_productos_chango\Harina De Trigo Caserita Tipo 000 1 Kg_2.jpg
Harina 000 Morixe X 1 Kg;$999,00;D:/python/scrapling/imagenes_productos_chango\Harina 000 Morixe X 1 Kg_7.jpg
Harina Cañuelas 000 1kg;$1.029,00;D:/python/scrapling/imagenes_productos_chango\Harina Cañuelas 000 1kg_21.jpg
Harina 0000 Chacabuco 1 Kg;$1.289,00;D:/python/scrapling/imagenes_productos_chango\Harina 0000 Chacabuco 1 Kg_11.jpg
Harina De Trigo Caserita Tipo 0000 1 Kg;$1.299,00;D:/python/scrapling/imagenes_productos_chango\Harina De Trigo Caserita Tipo 0000 1 Kg_6.jpg
Harina 0000 Morixe X 1 Kg;$1.389,00;D:/python/scrapling/imagenes_productos_chango\Harina 0000 Morixe X 1 Kg_20.jpg
Avena Instantánea Morixe 400 G;$1.429,35;D:/python/scrapling/imagenes_productos_chango\Avena Instantánea Morixe 400 G_9.jpg
Harina Leudante Chacabuco 1 Kg;$1.499,00;D:/python/scrapling/imagenes_productos_chango\Harina Leudante Chacabuco 1 Kg_10.jpg
