Producto;Precio;Imagen
Harina Check 000 1 Kg;$599,00;D:/python/scrapling/imagenes_productos_chango\Harina Check 000 1 Kg_12.jpg
Harina 0000 Chacabuco 1 Kg;$966,75;D:/python/scrapling/imagenes_productos_chango\Harina 0000 Chacabuco 1 Kg_10.jpg
Harina 000 Morixe X 1 Kg;$979,00;D:/python/scrapling/imagenes_productos_chango\Harina 000 Morixe X 1 Kg_4.jpg
Harina Cañuelas 000 1kg;$1.029,00;D:/python/scrapling/imagenes_productos_chango\Harina Cañuelas 000 1kg_17.jpg
Harina De Trigo Favorita 000 1 Kg;$1.039,00;D:/python/scrapling/imagenes_productos_chango\Harina De Trigo Favorita 000 1 Kg_16.jpg
Harina Leudante Chacabuco 1 Kg;$1.124,25;D:/python/scrapling/imagenes_productos_chango\Harina Leudante Chacabuco 1 Kg_7.jpg
Polenta Instantánea Prestopronta 490 G;$1.146,75;D:/python/scrapling/imagenes_productos_chango\Polenta Instantánea Prestopronta 490 G_6.jpg
Harina Integral Chacabuco 1 Kg;$1.191,75;D:/python/scrapling/imagenes_productos_chango\Harina Integral Chacabuco 1 Kg_5.jpg
Harina Leudante Blancaflor 1 Kg;$1.299,00;D:/python/scrapling/imagenes_productos_chango\Harina Leudante Blancaflor 1 Kg_1.jpg
Harina De Trigo Caserita Tipo 0000 1 Kg;$1.299,00;D:/python/scrapling/imagenes_productos_chango\Harina De Trigo Caserita Tipo 0000 1 Kg_3.jpg
