Producto;Precio;Imagen
Sal Fina Aliada 500 G;$799,00;D:/python/scrapling/imagenes_productos_chango\Sal Fina Aliada 500 G_1.jpg
Pimienta Negra Alicante Molida Sin Tacc 25gr;$954,85;D:/python/scrapling/imagenes_productos_chango\Pimienta Negra Alicante Molida Sin Tacc _15.jpg
Sal Fina Dos Anclas 500 Gr;$1.071,75;D:/python/scrapling/imagenes_productos_chango\Sal Fina Dos Anclas 500 Gr_2.jpg
Pimienta Negra La Campagnola Molida 23 G;$1.110,85;D:/python/scrapling/imagenes_productos_chango\Pimienta Negra La Campagnola Molida 23 G_12.jpg
Sal Check Fina 500 G;$1.159,00;D:/python/scrapling/imagenes_productos_chango\Sal Check Fina 500 G_5.jpg
Pimienta Blanca Alicante Molida Sin Tacc 25gr;$1.390,35;D:/python/scrapling/imagenes_productos_chango\Pimienta Blanca Alicante Molida Sin Tacc_9.jpg
Sal Gruesa Dos Anclas 500 Gr;$1.409,00;D:/python/scrapling/imagenes_productos_chango\Sal Gruesa Dos Anclas 500 Gr_6.jpg
Sal Gruesa Paquete Celusal 500 Gr;$1.479,00;D:/python/scrapling/imagenes_productos_chango\Sal Gruesa Paquete Celusal 500 Gr_14.jpg
Sal Entrefina Celusal Para Parrilla Paquete 500gr;$1.479,00;D:/python/scrapling/imagenes_productos_chango\Sal Entrefina Celusal Para Parrilla Paqu_16.jpg
Sal Fina Celusal Paquete 500 Gr;$1.559,00;D:/python/scrapling/imagenes_productos_chango\Sal Fina Celusal Paquete 500 Gr_0.jpg
