Producto;Precio;Fecha;Imagen
Palitos Salados Krach-Itos x 70 g.;$ 1.200,00;2026-06-27 11:56:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Palitos_Salados_Krach-Itos_x_70_g.jpg
Bastoncitos Extra Queso Krach-Itos x 60 g.;$ 1.600,00;2026-06-27 11:56:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Bastoncitos_Extra_Queso_Krach-Itos_x_60_g.jpg
Palitos Salados Krach-Itos x 110 g.;$ 1.700,00;2026-06-27 11:56:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Palitos_Salados_Krach-Itos_x_110_g.jpg
Palitos Salados sabor Panceta Krachitos x 110 g.;$ 1.800,00;2026-06-27 11:56:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Palitos_Salados_sabor_Panceta_Krachitos_x_110_g.jpg
Tubos de Maíz X-Treme Hot Krachitos x 45 g.;$ 1.800,00;2026-06-27 11:56:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Tubos_de_Maíz_X-Treme_Hot_Krachitos_x_45_g.jpg
Maní Pelado Salado Krach-Itos x 110 g.;$ 1.950,00;2026-06-27 11:56:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Maní_Pelado_Salado_Krach-Itos_x_110_g.jpg
Tubo de Maíz Dinamita Extra Flamin Hot Doritos x 45 g.;$ 2.000,00;2026-06-27 11:56:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Tubo_de_Maíz_Dinamita_Extra_Flamin_Hot_Doritos_x_45_g.jpg
Snacks Horneados Cebolla Y Crema Molinos Ala x 80 g.;$ 2.100,00;2026-06-27 11:56:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Snacks_Horneados_Cebolla_Y_Crema_Molinos_Ala_x_80_g.jpg
Snacks Horneados Queso Molinos Ala x 80 g.;$ 2.100,00;2026-06-27 11:56:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Snacks_Horneados_Queso_Molinos_Ala_x_80_g.jpg
Rueditas Flamin Hot Pep x 71 g.;$ 2.150;2026-06-27 11:56:53;d:/proyecto_supermercados_paginaweb/images/laanonima\Rueditas_Flamin_Hot_Pep_x_71_g.jpg
