Producto;Precio;Fecha;Imagen
Energizante Rockstar Botella 500cc x1;$ 1.997,00;2026-07-25 13:03:33;d:/proyecto_supermercados_paginaweb/images/laanonima\Energizante_Rockstar_Botella_500cc_x1.jpg
Bebida Isotónica Powerade Uva 500 Ml;$ 2.300;2026-07-25 13:03:33;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_Isotónica_Powerade_Uva_500_Ml.jpg
Bebida de Moras Pet Gatorade Sin Azúcar x 400 cc.;$ 2.350;2026-07-25 13:03:33;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_de_Moras_Pet_Gatorade_Sin_Azúcar_x_400_cc.jpg
Isotónica Gatorade Uva Botella 500cc x1;$ 2.362,00;2026-07-25 13:03:33;d:/proyecto_supermercados_paginaweb/images/laanonima\Isotónica_Gatorade_Uva_Botella_500cc_x1.jpg
Isotónica Gatorade Manzana Botella 500cc x1;$ 2.362,00;2026-07-25 13:03:33;d:/proyecto_supermercados_paginaweb/images/laanonima\Isotónica_Gatorade_Manzana_Botella_500cc_x1.jpg
Isotónica Gatorade Cool Blue Botella 500cc x1;$ 2.362,00;2026-07-25 13:03:33;d:/proyecto_supermercados_paginaweb/images/laanonima\Isotónica_Gatorade_Cool_Blue_Botella_500cc_x1.jpg
Isotónica Gatorade Frutas Tropicales Botella 500cc x1;$ 2.362,00;2026-07-25 13:03:33;d:/proyecto_supermercados_paginaweb/images/laanonima\Isotónica_Gatorade_Frutas_Tropicales_Botella_500cc_x1.jpg
Energizante Red Bull Lata 250cc x1;$ 2.625,00;2026-07-25 13:03:33;d:/proyecto_supermercados_paginaweb/images/laanonima\Energizante_Red_Bull_Lata_250cc_x1.jpg
Bebida Energizante Summer Edition Red Bull x 250 cc.;$ 2.625,00;2026-07-25 13:03:33;d:/proyecto_supermercados_paginaweb/images/laanonima\Bebida_Energizante_Summer_Edition_Red_Bull_x_250_cc.jpg
Energizante Red Bull Lata 250cc x 1;$ 2.625,00;2026-07-25 13:03:33;d:/proyecto_supermercados_paginaweb/images/laanonima\Energizante_Red_Bull_Lata_250cc_x_1.jpg
