Producto;Precio;Fecha;Imagen
Maní Frito Salado sin Piel La Anónima x 105 g.;$ 1.080,00;2026-07-25 13:06:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Maní_Frito_Salado_sin_Piel_La_Anónima_x_105_g.jpg
Maní Tostado Natural sin Sal & Sin Piel La Anónima x 105 g.;$ 1.080,00;2026-07-25 13:06:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Maní_Tostado_Natural_sin_Sal_&_Sin_Piel_La_Anónima_x_105_g.jpg
Pochoclos Dulces Gallo Snacks x 50 g.;$ 1.300,00;2026-07-25 13:06:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Pochoclos_Dulces_Gallo_Snacks_x_50_g.jpg
Papas fritas Lays Clásicas x 40 g;$ 1.410,00;2026-07-25 13:06:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Papas_fritas_Lays_Clásicas_x_40_g.jpg
Papas Fritas Corte Americano X-Treme Hot Krachitos x 55 g.;$ 1.425,00;2026-07-25 13:06:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Papas_Fritas_Corte_Americano_X-Treme_Hot_Krachitos_x_55_g.jpg
Pochoclos Salados Gallo Snacks x 60 g.;$ 1.575,00;2026-07-25 13:06:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Pochoclos_Salados_Gallo_Snacks_x_60_g.jpg
Snacks Horneados Cebolla Y Crema Molinos Ala x 80 g.;$ 1.575,00;2026-07-25 13:06:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Snacks_Horneados_Cebolla_Y_Crema_Molinos_Ala_x_80_g.jpg
Snacks Horneados Queso Molinos Ala x 80 g.;$ 1.575,00;2026-07-25 13:06:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Snacks_Horneados_Queso_Molinos_Ala_x_80_g.jpg
Aritos de Arroz sabor Crema c/Cebolla Dos Hermanos x 80 g.;$ 1.612,00;2026-07-25 13:06:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Aritos_de_Arroz_sabor_Crema_cCebolla_Dos_Hermanos_x_80_g.jpg
Discos de Arroz sabor Asado Dos Hermanos x 80 g.;$ 1.612,00;2026-07-25 13:06:26;d:/proyecto_supermercados_paginaweb/images/laanonima\Discos_de_Arroz_sabor_Asado_Dos_Hermanos_x_80_g.jpg
