Producto;Precio;Fecha;Imagen
Cerveza 1890 Lata x 473 cc.;$ 2.200,00;2026-06-27 12:04:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Cerveza_1890_Lata_x_473_cc.jpg
Cerveza Imperial Lata x 473 cc.;$ 2.900;2026-06-27 12:04:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Cerveza_Imperial_Lata_x_473_cc.jpg
Cerveza Golden Lata Imperial x 473 cc.;$ 2.900;2026-06-27 12:04:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Cerveza_Golden_Lata_Imperial_x_473_cc.jpg
Cerveza Rubia Lata Salta x 473 cc.;$ 2.900,00;2026-06-27 12:04:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Cerveza_Rubia_Lata_Salta_x_473_cc.jpg
Cerveza Lata Ipa Pampa Brewing x 473 cc.;$ 3.400,00;2026-06-27 12:04:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Cerveza_Lata_Ipa_Pampa_Brewing_x_473_cc.jpg
Cerveza Lager Estrella Gal x 473 cc.;$ 3.500;2026-06-27 12:04:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Cerveza_Lager_Estrella_Gal_x_473_cc.jpg
Cerveza Lata Scotch Blest x 473 cc.;$ 3.600,00;2026-06-27 12:04:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Cerveza_Lata_Scotch_Blest_x_473_cc.jpg
Cerveza Mexican Lager Lata Blest x 473 cc.;$ 3.600,00;2026-06-27 12:04:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Cerveza_Mexican_Lager_Lata_Blest_x_473_cc.jpg
Cerveza Rubia Sin Alcohol Jjoo Lata Corona x 330 cc.;$ 3.750,00;2026-06-27 12:04:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Cerveza_Rubia_Sin_Alcohol_Jjoo_Lata_Corona_x_330_cc.jpg
Cerveza Lager Lata Antares x 473 cc.;$ 3.750;2026-06-27 12:04:00;d:/proyecto_supermercados_paginaweb/images/laanonima\Cerveza_Lager_Lata_Antares_x_473_cc.jpg
