Producto;Precio;Imagen
Frutillas Congeladas Karinat x 300 g.;$ 5.850;D:/python/scrapling/imagenes_productos_laanonima\Frutillas Congeladas Karinat x 300 g_10.jpg
Frutillas Congeladas La Anónima x 300 g.;$ 6.000;D:/python/scrapling/imagenes_productos_laanonima\Frutillas Congeladas La Anónima x 300 g_6.jpg
Arándanos Congelados La Anónima x 300 g.;$ 6.300;D:/python/scrapling/imagenes_productos_laanonima\Arándanos Congelados La Anónima x 300 g_5.jpg
Arándanos Congelados Green Life x 300 g.;$ 6.650;D:/python/scrapling/imagenes_productos_laanonima\Arándanos Congelados Green Life x 300 g_1.jpg
Mix Berries Congelados Karinat x 300 g.;$ 7.400;D:/python/scrapling/imagenes_productos_laanonima\Mix Berries Congelados Karinat x 300 g_7.jpg
Frutillas Enteras Congeladas Green Life x 400 g.;$ 7.700;D:/python/scrapling/imagenes_productos_laanonima\Frutillas Enteras Congeladas Green Life _0.jpg
Mix Cuatro Berries Green Life x 400 g.;$ 9.900;D:/python/scrapling/imagenes_productos_laanonima\Mix Cuatro Berries Green Life x 400 g_2.jpg
Mix Berries Congelados Karinat x 400 g.;$ 12.050;D:/python/scrapling/imagenes_productos_laanonima\Mix Berries Congelados Karinat x 400 g_9.jpg
Frutilla Congelada Karinat x 1000 g.;$ 13.050;D:/python/scrapling/imagenes_productos_laanonima\Frutilla Congelada Karinat x 1000 g_8.jpg
Frambuesas Congeladas Green Life x 400 g.;$ 14.750;D:/python/scrapling/imagenes_productos_laanonima\Frambuesas Congeladas Green Life x 400 g_3.jpg
