Producto;Precio;Imagen
Arroz Grano Largo 00000 Cañuelas x 500 g.;$ 1.050;D:/python/scrapling/imagenes_productos_laanonima\Arroz Grano Largo 00000 Cañuelas x 500 g_8.jpg
Arroz Integral Cañuelas x 500 g.;$ 1.200;D:/python/scrapling/imagenes_productos_laanonima\Arroz Integral Cañuelas x 500 g_18.jpg
Arroz Grano Largo Fino Molinos Ala x 500 g.;$ 1.250;D:/python/scrapling/imagenes_productos_laanonima\Arroz Grano Largo Fino Molinos Ala x 500_17.jpg
Arroz Largo Fino Don Marcos x 1 Kg.;$ 1.400;D:/python/scrapling/imagenes_productos_laanonima\Arroz Largo Fino Don Marcos x 1 Kg_33.jpg
Arroz Integral Molinos Ala x 500 g.;$ 1.450;D:/python/scrapling/imagenes_productos_laanonima\Arroz Integral Molinos Ala x 500 g_14.jpg
Arroz Parboil Don Marcos x 1 Kg.;$ 1.450;D:/python/scrapling/imagenes_productos_laanonima\Arroz Parboil Don Marcos x 1 Kg_30.jpg
Arroz Parboil Cañuelas x 500 g.;$ 1.500;D:/python/scrapling/imagenes_productos_laanonima\Arroz Parboil Cañuelas x 500 g_20.jpg
Arroz Integral Bolsa Gallo x 500 g.;$ 1.700;D:/python/scrapling/imagenes_productos_laanonima\Arroz Integral Bolsa Gallo x 500 g_31.jpg
Arroz Largo Fino 00000 Bolsa Vanguardia x 1 Kg.;$ 1.700;D:/python/scrapling/imagenes_productos_laanonima\Arroz Largo Fino 00000 Bolsa Vanguardia _44.jpg
Arroz Largo Fino Bolsa Lucchetti x 500 g.;$ 1.750;D:/python/scrapling/imagenes_productos_laanonima\Arroz Largo Fino Bolsa Lucchetti x 500 g_25.jpg
