Producto;Precio;Fecha;Imagen
Frutillas Congeladas La Anónima x 300 g.;$ 4.880,00;2026-07-25 13:14:37;d:/proyecto_supermercados_paginaweb/images/laanonima\Frutillas_Congeladas_La_Anónima_x_300_g.jpg
Arándanos Congelados La Anónima x 300 g.;$ 5.120,00;2026-07-25 13:14:37;d:/proyecto_supermercados_paginaweb/images/laanonima\Arándanos_Congelados_La_Anónima_x_300_g.jpg
Mix Frutos Rojos Congelados La Anónima x 300 g.;$ 5.960,00;2026-07-25 13:14:37;d:/proyecto_supermercados_paginaweb/images/laanonima\Mix_Frutos_Rojos_Congelados_La_Anónima_x_300_g.jpg
Mango Congelado en Cubos Biomac x 500 g.;$ 8.550;2026-07-25 13:14:37;d:/proyecto_supermercados_paginaweb/images/laanonima\Mango_Congelado_en_Cubos_Biomac_x_500_g.jpg
Frutilla Congelada Karinat x 1000 g.;No disponible;2026-07-25 13:14:37;d:/proyecto_supermercados_paginaweb/images/laanonima\Frutilla_Congelada_Karinat_x_1000_g.jpg
Arándanos Congelados Green Life x 300 g.;No disponible;2026-07-25 13:14:37;d:/proyecto_supermercados_paginaweb/images/laanonima\Arándanos_Congelados_Green_Life_x_300_g.jpg
Frutillas Congeladas Karinat x 300 g.;No disponible;2026-07-25 13:14:37;d:/proyecto_supermercados_paginaweb/images/laanonima\Frutillas_Congeladas_Karinat_x_300_g.jpg
Arándanos Congelados Karinat x 300 g.;No disponible;2026-07-25 13:14:37;d:/proyecto_supermercados_paginaweb/images/laanonima\Arándanos_Congelados_Karinat_x_300_g.jpg
Mix Cuatro Berries Green Life x 400 g.;No disponible;2026-07-25 13:14:37;d:/proyecto_supermercados_paginaweb/images/laanonima\Mix_Cuatro_Berries_Green_Life_x_400_g.jpg
Mix Tentación Congelados Maika x 350 g.;No disponible;2026-07-25 13:14:37;d:/proyecto_supermercados_paginaweb/images/laanonima\Mix_Tentación_Congelados_Maika_x_350_g.jpg
