Producto;Precio;Fecha;Imagen
Gaseosa Pepsi Black Lata 354cc x1;$ 1.235,00;2026-08-02 12:08:14;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Pepsi_Black_Lata_354cc_x1.jpg
Gaseosa Pepsi Black Botella 500cc x1;$ 1.267,00;2026-08-02 12:08:14;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Pepsi_Black_Botella_500cc_x1.jpg
Gaseosa 7 Up Sin Azucar Botella 500cc x1;$ 1.267,00;2026-08-02 12:08:14;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_7_Up_Sin_Azucar_Botella_500cc_x1.jpg
Gaseosa 7 Up Sin Azucar Botella 1,5Lt. x1;$ 3.112,00;2026-08-02 12:08:14;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_7_Up_Sin_Azucar_Botella_1,5Lt._x1.jpg
Gaseosa Pepsi Black Botella 1,5Lt. x1;$ 4.100;2026-08-02 12:08:14;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Pepsi_Black_Botella_1,5Lt._x1.jpg
Gaseosa Sprite Zero Lima Limón Light Pet x 1,5 lt.;$ 4.350;2026-08-02 12:08:14;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Sprite_Zero_Lima_Limón_Light_Pet_x_1,5_lt.jpg
Gaseosa Cola Black Pet Pepsi x 2 Lt.;$ 4.600;2026-08-02 12:08:14;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Cola_Black_Pet_Pepsi_x_2_Lt.jpg
Gaseosa Lima Limon Sa Pet Seven Up x 2000 cc.;$ 4.600;2026-08-02 12:08:14;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Lima_Limon_Sa_Pet_Seven_Up_x_2000_cc.jpg
Gaseosa Schweppes Zero Pomelo 1,5 Lt;No disponible;2026-08-02 12:08:14;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Schweppes_Zero_Pomelo_1,5_Lt.jpg
Gaseosa Schweppes Zero Agua Tónica 1,5 Lt;No disponible;2026-08-02 12:08:14;d:/proyecto_supermercados_paginaweb/images/laanonima\Gaseosa_Schweppes_Zero_Agua_Tónica_1,5_Lt.jpg
